pl_name,hostname,pl_orbper
Kepler-1329 b,Kepler-1329,9.33646594
LHS 1140 b,LHS 1140,24.736959
Kepler-131 b,Kepler-131,16.09196369
Kepler-1503 b,Kepler-1503,96.16987
Kepler-221 e,Kepler-221,18.36974658
Kepler-415 b,Kepler-415,4.176
Kepler-1730 b,Kepler-1730,13.81020094
Kepler-228 c,Kepler-228,4.134403
Kepler-602 b,Kepler-602,15.28476211
Kepler-489 b,Kepler-489,17.276296119
KOI-351 e,KOI-351,91.9401253
Kepler-312 c,Kepler-312,19.7473630238
Kepler-231 b,Kepler-231,10.06525843
Kepler-1488 b,Kepler-1488,39.8189932
Kepler-361 b,Kepler-361,8.48653576
Kepler-760 b,Kepler-760,8.7041738579
Kepler-1300 b,Kepler-1300,
Kepler-219 d,Kepler-219,47.90421
Kepler-1482 b,Kepler-1482,12.25383217
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,
Kepler-62 e,Kepler-62,122.3863812
Kepler-62 d,Kepler-62,18.164064
Kepler-844 b,Kepler-844,2.613020856
Kepler-251 b,Kepler-251,4.79091735
Kepler-1822 b,Kepler-1822,22.13339996
Kepler-1637 b,Kepler-1637,6.10960324
Kepler-257 c,Kepler-257,6.581501
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,
Kepler-331 d,Kepler-331,
Kepler-90 i,KOI-351,14.44912
Kepler-921 b,Kepler-921,51.300634
Kepler-1854 b,Kepler-1854,39.8313153
Kepler-680 b,Kepler-680,3.689926291
Kepler-186 f,Kepler-186,129.9441
Kepler-749 b,Kepler-749,17.31711739
EPIC 212297394 c,EPIC 212297394,5.213965
Kepler-1781 b,Kepler-1781,4.88753111
Kepler-1083 b,Kepler-1083,33.4178173
Kepler-799 c,Kepler-799,15.19423359
Kepler-256 d,Kepler-256,5.839061
Kepler-484 b,Kepler-484,10.04556377
Kepler-129 c,Kepler-129,82.2001239
Kepler-277 c,Kepler-277,33.0063025
Kepler-264 b,Kepler-264,
HD 164595 b,HD 164595,40.0
TOI-2154 b,TOI-2154,3.8240801
CoRoT-11 b,CoRoT-11,2.99427803
KOI-351 b,KOI-351,7.008233
Kepler-1222 b,Kepler-1222,1.916940872
Kepler-1978 b,Kepler-1978,10.84969997
KOI-1599.01,KOI-1599,20.4071345
Kepler-104 b,Kepler-104,11.42754338
Kepler-1605 b,Kepler-1605,
KOI-94 d,KOI-94,22.3429704
EPIC 228836835 b,EPIC 228836835,0.728113
Kepler-835 b,Kepler-835,11.41909375
Kepler-371 b,Kepler-371,34.76359
Kepler-1457 b,Kepler-1457,51.1110243
Kepler-1721 b,Kepler-1721,4.59238514
Kepler-1244 b,Kepler-1244,
Kepler-395 b,Kepler-395,7.05427318
Kepler-387 b,Kepler-387,6.79164786
Kepler-324 c,Kepler-324,51.805612
Kepler-1696 b,Kepler-1696,65.9412549
Kepler-1669 d,Kepler-1669,4.729469776
Kepler-321 c,Kepler-321,
Kepler-297 b,Kepler-297,38.86840425
Kepler-229 b,Kepler-229,6.252948
Kepler-970 b,Kepler-970,16.73652231
Kepler-833 b,Kepler-833,18.7542247156
Kepler-656 c,Kepler-656,5.254582
Kepler-1253 b,Kepler-1253,68.8881
HD 125612 c,HD 125612,4.1547
Kepler-33 d,Kepler-33,21.77568158
Kepler-1100 b,Kepler-1100,6.4220154843
Kepler-310 b,Kepler-310,
Kepler-550 b,Kepler-550,
HD 25912 b,HD 25912,41.83156
Kepler-1444 b,Kepler-1444,33.42035034
Kepler-1867 b,Kepler-1867,9.88736642
Kepler-1812 b,Kepler-1812,7.16521372
Kepler-1217 b,Kepler-1217,2.032325072
Kepler-1054 b,Kepler-1054,
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,
Kepler-955 b,Kepler-955,14.53244172
K2-283 b,K2-283,1.921111
L 363-38 b,L 363-38,8.781
Kepler-1891 b,Kepler-1891,4.02229023
Kepler-1771 b,Kepler-1771,88.6442364
Kepler-348 b,Kepler-348,7.05675145
Kepler-645 b,Kepler-645,3.275822621
HD 106515 A b,HD 106515 A,
Kepler-125 b,Kepler-125,4.164383815
Kepler-393 b,Kepler-393,
Kepler-1446 b,Kepler-1446,0.689967832
Kepler-326 d,Kepler-326,6.766888
Kepler-217 b,Kepler-217,5.37493491
Kepler-330 b,Kepler-330,8.25980352
Kepler-69 b,Kepler-69,
Kepler-354 c,Kepler-354,16.9348573912
Kepler-201 b,Kepler-201,25.67212848
Kepler-1688 b,Kepler-1688,5.620047
Kepler-1404 b,Kepler-1404,15.93134
Kepler-258 b,Kepler-258,13.197244
Kepler-1864 b,Kepler-1864,3.88151335
Kepler-689 b,Kepler-689,22.36656079
HD 48265 b,HD 48265,778.51
Kepler-408 b,Kepler-408,2.465026158
Kepler-347 c,Kepler-347,27.3216332
Kepler-829 b,Kepler-829,6.88337562
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,
Kepler-223 b,Kepler-223,7.38441403
Kepler-235 b,Kepler-235,3.3402178
Kepler-1341 b,Kepler-1341,132.9968322
Kepler-101 c,Kepler-101,6.029809
CD Cet b,CD Cet,2.2907
Kepler-797 b,Kepler-797,27.07237655
Kepler-1070 b,Kepler-1070,6.2216147
Kepler-367 c,Kepler-367,53.578637
K2-315 b,K2-315,3.1443189
Kepler-1549 b,Kepler-1549,214.886545
Kepler-156 b,Kepler-156,4.973451411
Kepler-887 b,Kepler-887,20.4222447
Kepler-618 b,Kepler-618,3.5957859087
K2-63 c,K2-63,25.457815
Kepler-1543 b,Kepler-1543,6.96710269
Kepler-1832 b,Kepler-1832,3.138781
Kepler-1242 b,Kepler-1242,13.62798432
Kepler-857 b,Kepler-857,85.35129427
Kepler-141 b,Kepler-141,3.107675
Kepler-205 b,Kepler-205,2.755637103
Kepler-1716 b,Kepler-1716,35.58355458
Kepler-60 b,Kepler-60,
Kepler-786 b,Kepler-786,53.5293487
Kepler-179 b,Kepler-179,2.735926
Kepler-11 c,Kepler-11,13.02492819
Kepler-100 c,Kepler-100,12.81590421
Kepler-205 b,Kepler-205,2.755637103
Kepler-943 b,Kepler-943,49.7701438
Kepler-969 c,Kepler-969,
Kepler-583 b,Kepler-583,6.5100253
Kepler-1315 c,Kepler-1315,6.56606941
Kepler-1311 c,Kepler-1311,2.53573424
Kepler-1244 b,Kepler-1244,3.70429015
HD 50499 b,HD 50499,2483.7
Kepler-1146 b,Kepler-1146,2.352237
Kepler-256 c,Kepler-256,3.388012244
Kepler-1416 b,Kepler-1416,1.49514952
Kepler-304 d,Kepler-304,9.65349016
Kepler-927 b,Kepler-927,9.1149903
Kepler-238 b,Kepler-238,2.090811305
Kepler-92 d,Kepler-92,49.3567907
Kepler-1905 b,Kepler-1905,3.42391461
Kepler-825 c,Kepler-825,
Kepler-175 b,Kepler-175,11.90362
HD 72659 b,HD 72659,3383.0
HD 72659 b,HD 72659,3506.0
Kepler-291 b,Kepler-291,3.54653414
HD 49674 b,HD 49674,4.94737
Kepler-875 b,Kepler-875,27.5073799
Kepler-1583 b,Kepler-1583,9.32807355
Kepler-1723 b,Kepler-1723,39.7529915
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,
Kepler-116 c,Kepler-116,
Kepler-165 c,Kepler-165,15.31297659
Kepler-140 c,Kepler-140,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,
Kepler-303 b,Kepler-303,1.937029968
Kepler-403 b,Kepler-403,7.03146295
Kepler-1844 b,Kepler-1844,3.9245216
Kepler-1551 b,Kepler-1551,
Kepler-523 b,Kepler-523,5.835983111
HIP 65407 b,HIP 65407,28.125
Kepler-1819 b,Kepler-1819,16.48686712
Kepler-358 c,Kepler-358,83.4891249248
Kepler-689 b,Kepler-689,
Kepler-1130 c,Kepler-1130,3.266612036
Kepler-52 c,Kepler-52,16.3850021
HD 162020 b,HD 162020,8.4282
Kepler-215 b,Kepler-215,9.36063971
Kepler-236 c,Kepler-236,23.96804824
Kepler-583 b,Kepler-583,6.5100253
Kepler-1148 b,Kepler-1148,1.104463509
Kepler-1353 b,Kepler-1353,24.7543966
Kepler-636 b,Kepler-636,16.080661147
Kepler-1098 b,Kepler-1098,2.5430976593
HD 37124 d,HD 37124,1768.0
Kepler-346 c,Kepler-346,23.85163032
Kepler-175 b,Kepler-175,11.9035630214
Kepler-82 b,Kepler-82,26.4444059
Kepler-511 b,Kepler-511,296.6371
Barnard b,Barnard's star,3.1542
Kepler-53 d,Kepler-53,9.751921
Kepler-283 c,Kepler-283,92.743711
Kepler-574 b,Kepler-574,7.65880048
MOA-bin-1L b,MOA-bin-1L,
Kepler-320 b,Kepler-320,8.37160502
Kepler-1203 b,Kepler-1203,
Kepler-691 b,Kepler-691,8.114368
Kepler-368 c,Kepler-368,72.3826983
HD 190360 b,HD 190360,2915.0
Kepler-672 b,Kepler-672,38.3774623
Kepler-1665 b,Kepler-1665,11.95474513
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,
Kepler-1806 b,Kepler-1806,9.033401
HD 74698 b,HD 74698,15.017
Kepler-584 b,Kepler-584,35.1810304
Kepler-105 b,Kepler-105,5.41220713
Kepler-409 b,Kepler-409,68.958608
Kepler-913 b,Kepler-913,10.29667198
Kepler-186 b,Kepler-186,3.89
K2-83 b,K2-83,2.747227
Kepler-533 b,Kepler-533,28.51120525
Kepler-117 c,Kepler-117,50.79034619
Kepler-502 b,Kepler-502,4.28686431
Kepler-274 c,Kepler-274,33.1981761
Kepler-859 b,Kepler-859,
Kepler-672 b,Kepler-672,38.37738997
Kepler-356 b,Kepler-356,4.612696
Kepler-1604 b,Kepler-1604,0.683684256
Kepler-771 b,Kepler-771,8.7348852
Kepler-489 b,Kepler-489,17.2762904
Kepler-1736 b,Kepler-1736,37.81029892
Kepler-1894 c,Kepler-1894,5.05366499
Kepler-254 c,Kepler-254,12.41217869
Kepler-107 b,Kepler-107,3.1800218
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,4927.5
Kepler-135 b,Kepler-135,6.002535939
Kepler-405 b,Kepler-405,10.6137435617
Kepler-197 b,Kepler-197,5.59931543
KOI-984 b,KOI-984,4.2873775
Kepler-1740 b,Kepler-1740,8.17242018
Kepler-638 b,Kepler-638,6.07972016
Kepler-824 b,Kepler-824,4.51436633
Kepler-303 c,Kepler-303,
OGLE-TR-56 b,OGLE-TR-56,1.2119
Kepler-305 e,Kepler-305,3.20539622
Kepler-1927 b,Kepler-1927,73.75039673
Kepler-220 c,Kepler-220,9.034195469
Kepler-358 b,Kepler-358,34.060467
Kepler-1423 b,Kepler-1423,23.955378
Kepler-1843 b,Kepler-1843,25.5434289
Kepler-679 b,Kepler-679,12.39343
Kepler-619 b,Kepler-619,5.404272197
Kepler-730 b,Kepler-730,6.491682808
K2-100 b,K2-100,1.6739035
Kepler-1390 b,Kepler-1390,6.48021673
Kepler-51 e,Kepler-51,264.284
Kepler-318 c,Kepler-318,
Kepler-1414 b,Kepler-1414,3.51576315
TOI-908 b,TOI-908,3.183792
Kepler-1552 b,Kepler-1552,184.77271
Kepler-332 b,Kepler-332,7.62635494
Kepler-1148 b,Kepler-1148,1.1044547
Kepler-221 e,Kepler-221,18.3697231
Kepler-784 c,Kepler-784,17.15699192
Kepler-1089 b,Kepler-1089,5.132541
Kepler-1181 b,Kepler-1181,4.89337519
K2-280 b,K2-280,19.895
Kepler-1406 b,Kepler-1406,11.62904159
Kepler-1549 b,Kepler-1549,214.88181977
GJ 433 b,GJ 433,7.3697
Kepler-630 b,Kepler-630,161.4743937
Kepler-233 c,Kepler-233,60.4189369
Kepler-136 c,Kepler-136,16.3992561
Kepler-184 d,Kepler-184,29.02235261
Kepler-882 b,Kepler-882,3.989544192
Kepler-208 d,Kepler-208,11.1317519
HD 4203 c,HD 4203,7400.0
Kepler-1911 b,Kepler-1911,5.99077497
K2-95 b,K2-95,10.134016
K2-226 b,K2-226,3.271106
Kepler-784 b,Kepler-784,
K2-281 b,K2-281,8.687721
K2-24 b,K2-24,20.88508
Kepler-983 b,Kepler-983,60.0855082
GJ 1214 b,GJ 1214,1.580404531
GJ 1214 b,GJ 1214,1.580404418
HD 11506 b,HD 11506,1617.7
COCONUTS-2 b,COCONUTS-2 A,
Kepler-18 d,Kepler-18,14.858912687
HD 3167 c,HD 3167,29.8454
HD 3167 d,HD 3167,8.509
HD 24040 b,HD 24040,3488.0
HD 29985 b,HD 29985,9900.0
HD 62364 b,HD 62364,5161.0
HD 66428 c,HD 66428,26000.0
HD 68988 c,HD 68988,13900.0
HD 89839 b,HD 89839,3372.0
HD 108202 b,HD 108202,2970.0
HD 181234 b,HD 181234,7520.0
HD 217107 c,HD 217107,5164.6
HD 221420 b,HD 221420,11100.0
HD 222237 b,HD 222237,20089.0
HD 11506 b,HD 11506,1612.0
HD 12661 b,HD 12661,262.367
HD 27894 b,HD 27894,18.01947
HD 66428 b,HD 66428,2286.0
HD 68988 b,HD 68988,6.2764169
HD 168443 b,HD 168443,58.11164
HD 168443 c,HD 168443,1759.2
HD 183263 b,HD 183263,624.636
HD 217107 b,HD 217107,7.1268603
HD 12661 c,HD 12661,1699.7
BD-210397 c,BD-210397,6374.0
HD 16905 b,HD 16905,10900.0
HD 27894 d,HD 27894,5045.2
HD 156279 c,HD 156279,4782.2
HD 168863 b,HD 168863,10000.0
HD 183263 c,HD 183263,4975.0
HD 187123 b,HD 187123,3.096595
GJ 832 b,GJ 832,3795.0
HD 11506 d,HD 11506,26500.0
SPECULOOS-3 b,SPECULOOS-3,0.71912603
Kepler-1651 b,Kepler-1651,9.8851553
TOI-880.02,TOI-880,2.5735943
HATS-51 b,HATS-51,3.34890381843
HIP 41378 b,HIP 41378,15.572098
HAT-P-36 b,HAT-P-36,1.327346813
Kepler-685 b,Kepler-685,1.62552343
HAT-P-45 b,HAT-P-45,3.128992
NN Ser d,NN Ser,2830.0
HD 72659 c,HD 72659,51900.0
KOI-94 c,KOI-94,10.423677765
Kepler-422 b,Kepler-422,7.891448838
Kepler-422 b,Kepler-422,7.891448474
TOI-4559 b,TOI-4559,3.96490526655
BEBOP-4 AB b,BEBOP-4 A,1823.5
TOI-561 d,TOI-561,25.7124
TOI-431 b,TOI-431,0.490052
HD 72659 b,HD 72659,2185.0
HD 72659 c,HD 72659,18207.72098
Kepler-495 b,Kepler-495,3.413036221
Kepler-329 c,Kepler-329,18.6848377
Kepler-1307 b,Kepler-1307,18.01621096
Kepler-1177 b,Kepler-1177,106.255999599
Kepler-1890 b,Kepler-1890,4.82052932
Kepler-1488 c,Kepler-1488,6.15827512
Kepler-653 c,Kepler-653,0.900376476
Kepler-440 b,Kepler-440,101.110811301
Kepler-234 b,Kepler-234,2.7115376968
Kepler-20 e,Kepler-20,6.098496
Kepler-1176 b,Kepler-1176,
Kepler-154 f,Kepler-154,9.91937693
Kepler-1694 b,Kepler-1694,3.895233
Kepler-581 b,Kepler-581,40.6069821
Kepler-1417 b,Kepler-1417,20.3505213
Kepler-633 c,Kepler-633,23.78300512
Kepler-364 b,Kepler-364,25.7457529
Kepler-1530 c,Kepler-1530,5.32456633
Kepler-267 b,Kepler-267,3.353732008
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,
HD 180314 b,HD 180314,394.73
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,
Kepler-1754 b,Kepler-1754,8.1959
TOI-1338 b,TOI-1338 A,95.174
Kepler-169 b,Kepler-169,3.25058201
Kepler-292 b,Kepler-292,2.580788
Kepler-463 b,Kepler-463,8.98101396
Kepler-322 c,Kepler-322,4.337224039
Kepler-182 c,Kepler-182,20.68420772
K2-279 b,K2-279,7.12471
Kepler-1330 b,Kepler-1330,
Kepler-164 b,Kepler-164,5.035023
K2-9 b,K2-9,18.448653
Kepler-130 d,Kepler-130,87.5173179822
Kepler-612 b,Kepler-612,3.7221562
Kepler-1016 c,Kepler-1016,105.6551369
Kepler-1358 b,Kepler-1358,7.06317341
Kepler-498 b,Kepler-498,9.61375356
Kepler-926 b,Kepler-926,52.069002
Kepler-239 b,Kepler-239,11.76305837
Kepler-1093 b,Kepler-1093,25.08272
HD 213240 b,HD 213240,951.0
Kepler-829 b,Kepler-829,6.88337562
K2-367 b,K2-367,20.645099
Kepler-787 b,Kepler-787,0.9282974
Kepler-132 e,Kepler-132,110.2869374
Kepler-811 b,Kepler-811,23.58444746
Kepler-971 b,Kepler-971,9.59068586
Kepler-1281 b,Kepler-1281,3.11602791
Kepler-651 b,Kepler-651,21.3845
Kepler-560 b,Kepler-560,18.47764449
Kepler-950 b,Kepler-950,98.7180406
Kepler-1311 b,Kepler-1311,11.1726723
Kepler-1401 b,Kepler-1401,11.20066445
Kepler-1775 b,Kepler-1775,85.65399933
Kepler-9 b,Kepler-9,19.23891
Kepler-1417 b,Kepler-1417,
Kepler-1387 b,Kepler-1387,2.279526656
Kepler-971 b,Kepler-971,
Kepler-1762 b,Kepler-1762,29.5390897
Kepler-547 b,Kepler-547,6.0103975353
Kepler-1375 b,Kepler-1375,3.3004192
HD 117207 b,HD 117207,2597.0
K2-169 b,K2-169,6.380803
Kepler-352 c,Kepler-352,16.33269854
Kepler-1727 b,Kepler-1727,9.029305
Kepler-978 b,Kepler-978,49.6221509
75 Cet b,75 Cet,696.62
Kepler-1856 b,Kepler-1856,1.302015734
Kepler-1887 b,Kepler-1887,19.94774345
Kepler-433 b,Kepler-433,5.33408346
Kepler-82 d,Kepler-82,
Kepler-805 b,Kepler-805,30.86392
HD 40956 b,HD 40956,578.6
Kepler-1336 c,Kepler-1336,5.77721259
Kepler-1047 c,Kepler-1047,
Kepler-928 b,Kepler-928,3.932461302
Kepler-400 c,Kepler-400,17.340824
Kepler-219 b,Kepler-219,4.585466941
HD 220197 b,HD 220197,1728.0
GJ 179 b,GJ 179,2288.0
Kepler-1768 b,Kepler-1768,15.13591895
Kepler-941 b,Kepler-941,17.42393582
Kepler-554 b,Kepler-554,1.902208556
2MASS J12073346-3932539 b,2MASS J12073346-3932539,
Kepler-1526 b,Kepler-1526,3.908632005
Kepler-275 b,Kepler-275,10.30065512
Kepler-1318 b,Kepler-1318,213.257663
Kepler-263 c,Kepler-263,47.3330262
Kepler-1347 b,Kepler-1347,14.00947528
Kepler-1016 c,Kepler-1016,105.65485002
Kepler-1274 b,Kepler-1274,6.98141327
K2-88 b,K2-88,4.61244
Kepler-1006 b,Kepler-1006,19.76169247
Kepler-256 b,Kepler-256,1.620467654
Kepler-255 d,Kepler-255,1.04562195
Kepler-933 b,Kepler-933,14.20443009
Kepler-1399 b,Kepler-1399,1.638653058
ups And b,ups And,4.617136
Kepler-890 b,Kepler-890,52.75875577
Kepler-1006 b,Kepler-1006,19.7618597305
Kepler-963 b,Kepler-963,9.976834
Kepler-402 b,Kepler-402,4.0287483112
Kepler-1312 c,Kepler-1312,1.116128999
Kepler-1226 b,Kepler-1226,17.2923453
Kepler-344 c,Kepler-344,125.602302
Kepler-1351 b,Kepler-1351,
V1298 Tau d,V1298 Tau,12.4032
Kepler-165 c,Kepler-165,15.31299
Kepler-936 b,Kepler-936,10.56137217
K2-62 c,K2-62,16.19697
Kepler-54 c,Kepler-54,12.07135949
nu Oph b,nu Oph,530.32
Kepler-1320 b,Kepler-1320,0.868386528
Kepler-1637 b,Kepler-1637,6.10968225
Kepler-985 b,Kepler-985,116.331901
Kepler-307 b,Kepler-307,10.41572924
HIP 67851 b,HIP 67851,89.06
Kepler-1786 b,Kepler-1786,78.5461638
Kepler-208 b,Kepler-208,4.22864988
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,
Kepler-444 e,Kepler-444,7.74350338
K2-347 b,K2-347,7.18662
Kepler-1073 b,Kepler-1073,8.67888593
Kepler-180 c,Kepler-180,41.88574
Kepler-466 b,Kepler-466,51.07926451
Kepler-1777 b,Kepler-1777,12.18420006
Kepler-28 b,Kepler-28,5.91212988
Kepler-364 b,Kepler-364,25.7457529
Kepler-637 b,Kepler-637,23.20579353
Kepler-586 b,Kepler-586,2.104722184
Kepler-1693 c,Kepler-1693,5.36374214
Kepler-1075 b,Kepler-1075,1.52372816
K2-229 c,K2-229,8.32801
Kepler-92 c,Kepler-92,26.72320599
Kepler-217 d,Kepler-217,3.886831
K2-375 b,K2-375,14.4584
Kepler-104 c,Kepler-104,23.66836427
Kepler-1592 b,Kepler-1592,
Kepler-1456 b,Kepler-1456,18.1373829
Kepler-247 c,Kepler-247,9.439459486
Kepler-684 b,Kepler-684,6.770300385
Kepler-431 d,Kepler-431,
Kepler-1757 b,Kepler-1757,19.65639342
Kepler-1791 b,Kepler-1791,7.72084349
Kepler-258 b,Kepler-258,13.19721496
Kepler-587 b,Kepler-587,10.940266
Kepler-1018 b,Kepler-1018,49.1013514
Kepler-701 b,Kepler-701,10.35533177
Kepler-1158 b,Kepler-1158,
HD 203387 c,HD 203387,2481.07227
Kepler-270 c,Kepler-270,25.2630268
KIC 8540376 b,KOI-7892,31.8099
Kepler-659 b,Kepler-659,17.671798179
Kepler-1085 c,Kepler-1085,56.777229
Kepler-139 b,Kepler-139,15.7711339373
Kepler-1898 b,Kepler-1898,4.76559135
Kepler-115 b,Kepler-115,2.403654
Kepler-1407 b,Kepler-1407,20.07127131
Kepler-638 b,Kepler-638,6.07972888
Kepler-53 b,Kepler-53,
Kepler-176 c,Kepler-176,12.759712
Kepler-1747 b,Kepler-1747,6.230319977
Kepler-950 b,Kepler-950,
Kepler-238 e,Kepler-238,23.654
Kepler-903 b,Kepler-903,10.3507721
Kepler-59 c,Kepler-59,17.98012
Kepler-603 b,Kepler-603,21.05349939
Kepler-543 b,Kepler-543,13.89961966
Kepler-446 c,Kepler-446,3.036208739
Kepler-206 c,Kepler-206,13.13745719
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,
Kepler-80 d,Kepler-80,3.072149196
Kepler-170 b,Kepler-170,
Kepler-534 c,Kepler-534,7.37867551
Kepler-1184 b,Kepler-1184,53.5991044
K2-223 c,K2-223,4.562546
Kepler-1885 b,Kepler-1885,2.5225852
Kepler-263 c,Kepler-263,47.33465
Kepler-1336 b,Kepler-1336,23.198681
Kepler-345 c,Kepler-345,9.3874145204
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,
Kepler-1047 c,Kepler-1047,3.18897601
Kepler-566 b,Kepler-566,
Kepler-238 c,Kepler-238,6.155603
Kepler-69 c,Kepler-69,242.466342954
Kepler-165 c,Kepler-165,15.3128980768
K2-381 c,K2-381,16.035054
Kepler-109 b,Kepler-109,6.481628092
HD 51608 c,HD 51608,95.9446
HD 171238 b,HD 171238,1515.0
HD 108874 b,HD 108874,394.48
HD 33142 b,HD 33142,330.0
Kepler-291 b,Kepler-291,3.546511
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,
Kepler-1235 b,Kepler-1235,4.160693
Kepler-1192 b,Kepler-1192,25.2033
Kepler-156 c,Kepler-156,15.90686437
HD 62509 b,HD 62509,589.7
K2-187 c,K2-187,2.871348
Kepler-157 c,Kepler-157,13.54056874
Kepler-251 d,Kepler-251,30.1329303
Kepler-1096 b,Kepler-1096,2.892217506
Kepler-253 d,Kepler-253,18.11978
Kepler-92 b,Kepler-92,13.7488263
Kepler-497 b,Kepler-497,3.57321
HD 3651 b,HD 3651,62.206
Kepler-974 b,Kepler-974,4.194496514
Kepler-1689 b,Kepler-1689,8.48293296
HD 88133 b,HD 88133,3.414884
Kepler-1362 b,Kepler-1362,136.205626
Kepler-328 b,Kepler-328,34.921
Kepler-105 b,Kepler-105,5.41220713
Kepler-536 b,Kepler-536,1.8270819
Kepler-1054 b,Kepler-1054,4.30655689
Kepler-1378 b,Kepler-1378,11.95401876
Kepler-42 c,Kepler-42,0.45328742
Kepler-591 b,Kepler-591,81.1694299
Kepler-107 c,Kepler-107,4.90143807
Kepler-971 b,Kepler-971,9.5907518936
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,
Kepler-1299 b,Kepler-1299,19.9399
Kepler-529 c,Kepler-529,12.8344771
Kepler-194 c,Kepler-194,17.30797625
Kepler-1166 b,Kepler-1166,33.2407985
Kepler-662 b,Kepler-662,
Kepler-691 b,Kepler-691,8.114379
Kepler-195 b,Kepler-195,8.30783995
Kepler-1920 b,Kepler-1920,30.2541186
Kepler-287 c,Kepler-287,44.8520997
Kepler-146 c,Kepler-146,76.7325168
Kepler-1254 b,Kepler-1254,9.99113313
Kepler-338 d,Kepler-338,44.4301361
Kepler-1808 b,Kepler-1808,23.34031664
Kepler-350 b,Kepler-350,11.18969
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,
Kepler-205 b,Kepler-205,2.75564
Kepler-380 c,Kepler-380,
Kepler-1249 b,Kepler-1249,24.3347127
Kepler-1992 b,Kepler-1992,15.6112238
Kepler-357 b,Kepler-357,6.4754034135
Kepler-1753 b,Kepler-1753,16.00451
Kepler-228 d,Kepler-228,11.09432054
Kepler-633 c,Kepler-633,23.78319931
Kepler-243 b,Kepler-243,5.71542485
Kepler-244 b,Kepler-244,4.311779906
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,
K2-273 b,K2-273,11.72
Kepler-1213 b,Kepler-1213,5.34982412
Kepler-57 b,Kepler-57,5.729317577
Kepler-888 b,Kepler-888,70.6987088793
Kepler-480 b,Kepler-480,4.919583795
Kepler-402 b,Kepler-402,
Kepler-153 c,Kepler-153,46.9025112
Kepler-1453 b,Kepler-1453,47.1611696
HD 224538 b,HD 224538,1189.1
Kepler-348 b,Kepler-348,7.05675289
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,
Kepler-1386 b,Kepler-1386,6.73972381
Kepler-362 b,Kepler-362,
Kepler-388 c,Kepler-388,13.29706969
LHS 3154 b,LHS 3154,3.71778
Kepler-107 e,Kepler-107,14.74913518
Kepler-51 c,Kepler-51,85.3139
HD 45184 b,HD 45184,5.8854
Kepler-107 d,Kepler-107,7.95792
Kepler-598 b,Kepler-598,3.70175428
Kepler-645 b,Kepler-645,3.27581523
Kepler-1242 b,Kepler-1242,
Kepler-143 c,Kepler-143,27.08239734
Kepler-345 b,Kepler-345,7.41557859
Kepler-373 c,Kepler-373,16.726052
Kepler-1153 b,Kepler-1153,1.755846
Kepler-514 b,Kepler-514,5.651838
Kepler-1217 b,Kepler-1217,2.032325072
Kepler-1582 b,Kepler-1582,4.83817712
Kepler-356 c,Kepler-356,
Kepler-1935 b,Kepler-1935,3.951400042
Kepler-184 b,Kepler-184,10.688
Kepler-894 b,Kepler-894,
Kepler-931 b,Kepler-931,8.03755877
Kepler-743 b,Kepler-743,3.1792627
Kepler-696 b,Kepler-696,
Kepler-263 c,Kepler-263,47.332773
HD 113538 b,HD 113538,263.3
Kepler-1245 c,Kepler-1245,2.936587946
K2-245 b,K2-245,11.89376
Kepler-870 b,Kepler-870,21.3587621
Kepler-532 b,Kepler-532,12.92491623
Kepler-98 b,Kepler-98,1.541676628
GJ 160.2 b,GJ 160.2,5.2354
Kepler-222 c,Kepler-222,10.08880336
Kepler-1505 b,Kepler-1505,30.8609366
Kepler-1577 b,Kepler-1577,6.30558387
Kepler-106 e,Kepler-106,43.8445
Kepler-360 c,Kepler-360,7.18648297
Kepler-879 c,Kepler-879,0.646716
Kepler-1165 b,Kepler-1165,9.478522
Kepler-933 b,Kepler-933,14.20442616
Kepler-168 c,Kepler-168,13.193242
Kepler-374 c,Kepler-374,3.282807
Kepler-1480 b,Kepler-1480,22.12679948
UCAC3 113-933 b,UCAC3 113-933,
Kepler-202 b,Kepler-202,4.069427
Kepler-403 d,Kepler-403,13.61159129
Kepler-386 c,Kepler-386,25.1936806932
Kepler-1313 b,Kepler-1313,3.833087643
Kepler-1153 b,Kepler-1153,1.755835327
Kepler-1593 b,Kepler-1593,174.509835
Kepler-452 b,Kepler-452,384.847556
