PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,frame_hash
1037938,00 01 41.6,-05 59 59,G,,0.52,0.3,41.0,,4260797198865384952
902705,00 01 41.6,-16 04 51,G,,0.39,0.16,166.0,,6111673113250680911
128,00 01 41.6,+32 06 27,G,Sd,0.62,0.2,165.0,KUG2359+31882,2090955291676932436
489821,00 01 41.7,-48 13 18,G,,0.4,0.21,171.0,,4834063470273257782
657128,00 01 41.7,-34 49 08,G,,0.49,0.34,51.0,,-2624554730396643801
2799448,00 01 41.8,-35 49 33,G,,,,,,976166849406804746
129,00 01 41.8,+23 29 48,GM,,1.15,0.49,136.0,UGC12915              MCG4-01-011           CGCG477-41            CGCG478-13            (KUG2359+232)         KPG603B               (VV254)               (IIIZw125)            [RC2]A2359+23B        IRASF23591+2312,-7695240589234709748
907953,00 01 41.8,-15 40 35,G,,0.6,0.27,44.0,,-6896280650022034935
127,00 01 41.8,+45 00 18,G,,0.93,0.14,148.0,CGCG534-5,-4122088396124848584
752881,00 01 41.9,-27 34 44,G,,0.46,0.18,16.0,,-6186116839161300513
635830,00 01 41.9,-36 31 01,G,,0.39,0.11,105.0,,3624877830007917351
1845114,00 01 42.3,+28 45 34,G,,0.74,0.31,146.0,,-3547933136390085088
642388,00 01 42.3,-35 58 05,G,,0.64,0.05,41.0,,554594859255329035
552509,00 01 42.4,-43 09 01,G,,0.53,0.34,144.0,,-5875945420854774863
753853,00 01 42.5,-27 30 43,G,,0.46,0.12,168.0,,-6292132238579103560
761554,00 01 42.5,-26 58 10,G,,0.58,0.33,6.0,,6793558089279338457
198116,00 01 42.5,-25 34 36,G,,0.79,0.59,97.0,DUKST537-64,-7441558486451686714
1694392,00 01 42.5,+23 49 29,G,,0.4,0.09,117.0,,-4903131578686052289
957134,00 01 42.6,-12 08 24,G,,0.41,0.17,158.0,,-7904308012439793420
435437,00 01 42.7,-53 00 36,G,,0.33,0.06,135.0,,-2397336011790571978
746286,00 01 42.7,-28 03 54,G,,0.53,0.08,163.0,,-3696736177609843084
2070947,00 01 42.7,+35 50 56,G,,0.75,0.39,71.0,NPM1G+35.0495,5562591092953398600
224492,00 01 42.8,-81 55 52,G,,0.37,0.16,172.0,,2822648806448197289
671782,00 01 42.8,-33 46 10,G,,0.67,0.42,122.0,,-8556591208464749156
573156,00 01 43.1,-41 41 07,G,,0.44,0.05,0.0,,-1884699851466830279
394900,00 01 43.2,-57 00 57,G,,0.44,0.19,130.0,,-7424898093762807137
1108523,00 01 43.2,-01 50 35,G,,0.35,0.08,8.0,,63814741892450420
100705,00 01 43.3,-54 04 03,G,,0.73,0.26,91.0,,-1515108934993526912
369429,00 01 43.4,-59 41 48,G,,0.51,0.47,31.0,,146057407728700065
423096,00 01 43.6,-54 04 38,G,,0.53,0.44,163.0,,487922736534149115
604182,00 01 43.6,-38 52 53,G,,0.62,0.46,136.0,,-940323882597335636
281273,00 01 43.7,-69 06 41,G,,0.62,0.35,156.0,,-1037640607039936457
843243,00 01 43.7,-20 19 48,G,,0.4,0.18,57.0,,4593505409586410762
1082399,00 01 43.8,-02 48 25,G,,0.53,0.34,15.0,,-8090571946956893508
671745,00 01 43.8,-33 46 20,G,,0.68,0.66,109.0,,-7255438787140195058
130,00 01 43.9,-30 25 08,G,SO-a,0.87,0.07,149.0,ESO409-2              ESO-LV4090020,8551735797840204194
577028,00 01 43.9,-41 18 01,G,,0.56,0.11,116.0,,4075061734614592183
961871,00 01 43.9,-11 46 37,G,,0.47,0.17,93.0,,8916125330090348011
1021693,00 01 44.0,-07 16 32,G,,0.73,0.17,136.0,NPM1G-07.0580,-1688204545315157455
447377,00 01 44.0,-52 12 09,G,,0.32,0.09,153.0,,-6241480967311963261
539745,00 01 44.0,-44 12 23,G,,0.33,0.08,14.0,,-2364499010557534678
450265,00 01 44.2,-51 59 00,G,,0.43,0.19,138.0,,-5703347431061798283
364284,00 01 44.3,-60 19 38,G,,0.46,0.12,98.0,,5627851592765792957
831878,00 01 44.3,-21 09 46,G,,0.6,0.22,42.0,,6614868583318963658
1096789,00 01 44.4,-02 16 18,G,,0.54,0.34,156.0,,-7888381001717708316
422608,00 01 44.5,-54 07 22,G,,0.55,0.21,152.0,,-1847014993725009661
2134688,00 01 44.6,+38 43 06,G,,0.46,0.17,14.0,,2812857696741527423
2447921,00 01 44.6,+53 41 03,G,,0.55,0.35,136.0,,-3525022451918177564
955539,00 01 44.6,-12 15 03,G,,0.35,0.05,,,-2397553276347001706
1478085,00 01 44.6,+15 12 13,G,,0.43,0.15,131.0,,-7492301745255963156
2242373,00 01 44.7,+44 21 17,G,,0.72,0.47,113.0,,5803273181525012626
1469898,00 01 44.7,+14 53 49,G,,0.54,0.33,89.0,,4308781905207871925
577654,00 01 44.7,-41 14 21,G,,0.39,0.16,93.0,,-5622719196017698527
673488,00 01 44.7,-33 38 39,G,,0.44,0.08,84.0,,4926712369970553439
924940,00 01 44.8,-14 24 37,G,,0.49,0.36,148.0,,-8647064020469587791
951656,00 01 44.9,-12 31 01,G,,0.51,0.09,155.0,,4364491154464892872
1637596,00 01 45.0,+20 51 58,G,,0.41,0.07,121.0,,-4457463145444154363
2449874,00 01 45.0,+53 45 17,G,,0.47,0.28,102.0,,9135563132115949024
711392,00 01 45.1,-30 55 09,G,,0.58,0.48,146.0,,-6574000865069351558
546365,00 01 45.1,-43 38 31,G,,0.54,0.47,138.0,,-9084155109937555049
885261,00 01 45.2,-17 18 59,G,,0.58,0.45,131.0,,-7080786474884024238
134,00 01 45.2,+13 06 02,G,,0.6,0.07,142.0,KUG2359+12880         MRK935                NPM1G+12.0619,-8645696450115498617
770793,00 01 45.2,-26 09 54,G,,0.54,0.41,52.0,,-5404287920141404948
1018552,00 01 45.3,-07 27 51,G,,0.55,0.04,,,-2749175736946713784
115,00 01 45.3,-04 20 47,G,,0.88,0.14,90.0,MCG-1-01-022,-8177214766527294892
1794611,00 01 45.3,+26 59 30,G,,0.49,0.21,64.0,,7340092690121129213
1002702,00 01 45.3,-08 31 01,G,,0.46,0.1,111.0,,8767146726469203246
709626,00 01 45.6,-31 03 53,G,,0.46,0.1,123.0,,3711320458554395093
944861,00 01 45.7,-12 58 40,G,,0.41,0.13,65.0,,914187137475094089
590950,00 01 45.9,-40 02 34,G,,0.38,0.21,122.0,,-5432413790437338127
364601,00 01 46.0,-60 17 13,G,,0.48,0.27,21.0,,-669099448441493108
653972,00 01 46.0,-35 02 56,G,,0.37,0.09,79.0,,-2107990210814831162
124992,00 01 46.1,-45 14 12,G,,,,,LCRSB235912.5-453053,-3650832329707083772
578013,00 01 46.1,-41 12 13,G,,0.46,0.09,66.0,,-3255955141826661407
543758,00 01 46.1,-43 51 15,G,,0.48,0.35,164.0,,3507352757778981315
880541,00 01 46.2,-17 36 16,G,,0.41,0.08,87.0,,-4051142494428573253
591120,00 01 46.2,-40 01 50,G,,0.48,0.05,,,-3151728870169489760
133,00 01 46.2,-01 59 33,G,,,,,UM195,1286484455899334424
796459,00 01 46.3,-23 50 26,G,,0.59,0.2,66.0,,8298015510288754550
132,00 01 46.3,-50 50 47,G,E,0.57,0.14,101.0,DRCG39-18,-7035153360847793677
124812,00 01 46.4,-38 08 30,G,,,,,LCRSB235912.7-382512,7614447696573880002
1174478,00 01 46.4,+00 45 01,G,,0.48,0.13,120.0,,5782498965395404172
680247,00 01 46.5,-33 09 09,G,,0.56,0.46,18.0,,-2603671235130457261
1676223,00 01 46.5,+22 47 39,G,,0.46,0.24,23.0,,-6109922300583133663
697076,00 01 46.9,-32 05 09,G,,0.48,0.23,103.0,,4238711035420900866
1206315,00 01 47.0,+01 48 10,G,,0.53,0.04,,,3235700622313705343
1932739,00 01 47.0,+31 07 24,G,,0.42,0.07,137.0,,2702166680994798818
1074916,00 01 47.0,-03 11 20,G,,0.5,0.26,69.0,,8576480729850277062
649034,00 01 47.0,-35 25 45,G,,0.7,0.3,128.0,,-6608045996755104389
2269498,00 01 47.0,+45 43 29,G,,0.54,0.28,54.0,,-1157000762823623274
646673,00 01 47.1,-35 37 00,G,,0.43,0.16,10.0,,492067229100482812
107745,00 01 47.1,-44 52 38,G,,0.36,0.03,,LCRSB235913.3-450921,-2916146691379126416
887064,00 01 47.2,-17 12 21,G,,0.44,0.27,99.0,,6632658022430317610
534925,00 01 47.2,-44 39 45,G,,0.47,0.16,114.0,,3415722142997346342
124813,00 01 47.2,-38 53 27,G,,0.38,0.18,132.0,LCRSB235913.6-391009,750376150115025770
2580307,00 01 47.2,+58 34 35,G,,0.45,0.16,149.0,,-1234097941071410630
364106,00 01 47.2,-60 20 54,G,,0.36,0.1,20.0,,8519869178006310945
649538,00 01 47.3,-35 23 16,G,,0.46,0.34,128.0,,-6816388417303138706
761047,00 01 47.3,-27 00 22,G,,0.39,0.17,31.0,,7433048469416397627
790543,00 01 47.3,-24 22 56,G,,0.4,0.18,178.0,,2099317643215278163
992892,00 01 47.3,-09 17 24,G,,0.39,0.04,,,3740969236531312247
124317,00 01 47.4,-42 18 01,G,,0.39,0.14,83.0,LCRSB235913.7-423444,1102085497646082930
422667,00 01 47.5,-54 07 08,G,,0.63,0.44,130.0,,5896300554624079358
990632,00 01 47.5,-09 28 18,G,,0.3,0.02,,,-709855232043506150
1001065,00 01 47.5,-08 38 39,G,,0.45,0.14,126.0,,7945366141267573131
1198983,00 01 47.5,+01 34 18,G,,0.39,0.03,,,-1347743875076026969
1505214,00 01 47.6,+16 17 12,G,,0.5,0.2,123.0,,-8382676567457080652
245442,00 01 47.7,-75 16 38,G,,0.52,0.32,157.0,,1171429118655505036
2799449,00 01 47.7,-35 47 03,G,,,,,,3862198021225461658
756577,00 01 47.7,-27 19 49,G,,0.38,0.21,105.0,,-8840088520342142652
1964523,00 01 47.8,+31 47 20,G,,0.51,0.31,92.0,,-5670746507230746565
412880,00 01 48.0,-55 05 07,G,,0.64,0.55,112.0,,6400933986741795291
73208,00 01 48.1,+25 08 35,GM,,0.36,0.26,,KUG2359+248A7-423444,6900020967245432743
1738927,00 01 48.1,+25 30 08,G,,0.42,0.16,123.0,,3820557117494265215
856128,00 01 48.1,-19 22 26,G,,0.37,0.12,28.0,,7369917199943281699
198776,00 01 48.2,-28 52 32,G,,0.67,0.26,104.0,DUKST409-47,-1994265195837690064
2045229,00 01 48.2,+34 11 15,G,,0.57,0.19,82.0,,4596143861564993694
590920,00 01 48.2,-40 02 45,G,,0.4,0.22,140.0,,-5491974234499736149
1516626,00 01 48.3,+16 46 19,G,,0.56,0.13,155.0,NPM1G+16.0581,-5026226028955489842
278141,00 01 48.4,-69 36 44,G,,0.39,0.13,124.0,,-5892915010806378054
959487,00 01 48.4,-11 57 57,G,,0.61,0.09,152.0,,369009883372182524
2028875,00 01 48.4,+33 18 05,G,,0.47,0.15,85.0,,-4365598436649810096
134605,00 01 48.5,-17 53 04,G,E,0.73,0.13,180.0,NPM1G-18.0639,4039603847910063417
990703,00 01 48.5,-09 27 55,G,,0.44,0.15,55.0,,6408894800043300375
866764,00 01 48.6,-18 32 56,G,,0.48,0.25,134.0,,-8539289545177793356
1966806,00 01 48.7,+31 49 59,G,,0.37,0.09,169.0,,3135120931706754083
542970,00 01 48.7,-43 54 58,G,,0.42,0.14,127.0,,2725171744166084936
752668,00 01 48.8,-27 35 35,G,,0.37,0.18,36.0,,7058237629903495696
708503,00 01 48.8,-31 09 23,G,,0.34,0.1,146.0,,-1556557421648811355
131,00 01 48.9,-04 20 36,M,,0.87,0.56,55.0,MCG-1-01-023,-7038689248017792584
422779,00 01 49.0,-54 06 37,G,,0.37,0.14,155.0,,-447300862126247847
1926607,00 01 49.0,+30 59 14,G,,0.6,0.2,158.0,,-9072101411417373748
126701,00 01 49.1,-38 37 10,G,,,,,LCRSB235915.4-385351,1352839474418721028
824285,00 01 49.2,-21 44 37,G,,0.47,0.33,79.0,,-436257951499798050
1058642,00 01 49.4,-04 24 17,G,,0.46,0.21,51.0,,-3410038568026117926
687354,00 01 49.5,-32 42 38,G,,0.54,0.49,163.0,,-7250262993226323586
696262,00 01 49.5,-32 08 45,G,,0.66,0.58,17.0,,8910181327487663348
1169397,00 01 49.5,+00 34 01,G,,0.71,0.12,120.0,NPM1G+00.0656,-4083021221010966708
587772,00 01 49.5,-40 18 55,G,,0.51,0.26,154.0,,-1447959026093528710
987708,00 01 49.6,-09 41 38,G,,0.58,0.15,80.0,,-3492659090926325769
967913,00 01 49.6,-11 16 02,G,,0.48,0.32,53.0,,-3463476006230995253
918618,00 01 49.7,-14 53 19,G,,0.58,0.44,23.0,,-441310034723349358
1458118,00 01 49.7,+14 26 21,G,,0.44,0.16,154.0,,6829369735646928676
585037,00 01 49.8,-40 33 31,G,,0.57,0.1,152.0,,-3726785744035949684
628107,00 01 49.8,-37 07 15,G,,0.42,0.27,80.0,,-509679666434428288
813625,00 01 50.0,-22 28 39,G,,0.39,0.19,117.0,,2365246476787891749
135,00 01 50.0,-01 59 39,G,,,,,UM196,-8790671202681358671
630268,00 01 50.0,-36 58 04,G,,0.32,0.06,138.0,,4662646390613458438
965677,00 01 50.2,-11 26 49,G,,0.31,0.07,101.0,,-4436347116168264690
759002,00 01 50.2,-27 09 31,G,,0.54,0.14,122.0,,22743557871670055
821809,00 01 50.2,-21 55 24,G,,0.54,0.24,179.0,,-2138630456664250911
648439,00 01 50.2,-35 28 42,G,,0.69,0.17,169.0,,5669355324815507830
1182448,00 01 50.4,+01 01 55,G,,0.83,0.22,82.0,,3595541838541752910
959428,00 01 50.4,-11 58 13,G,,0.73,0.25,81.0,,6187112487239975609
1182550,00 01 50.4,+01 02 07,G,,0.79,0.31,96.0,,1179212365510611059
1389869,00 01 50.4,+11 10 36,G,,0.54,0.36,47.0,,4217704168633970371
889164,00 01 50.5,-17 04 31,G,,0.64,0.26,107.0,NPM1G-17.0530,-4008843320405345451
124993,00 01 50.5,-44 12 03,G,,0.69,0.23,27.0,LCRSB235916.7-442845,9113895722919221064
602726,00 01 50.5,-39 01 05,G,,0.51,0.42,4.0,,1290429484342423194
280707,00 01 50.5,-69 11 38,G,,0.76,0.06,129.0,,463544429438637337
1603632,00 01 50.6,+19 44 14,G,,0.58,0.07,150.0,NPM1G+19.0603,3551368225835343898
855122,00 01 50.6,-19 26 50,G,,0.34,0.03,,,-6598529394760893194
688558,00 01 50.7,-32 38 25,G,,0.61,0.41,80.0,,8934203479855394788
762611,00 01 50.7,-26 53 23,G,,0.5,0.31,89.0,,-625529644688756330
2043336,00 01 50.7,+34 04 06,G,,0.55,0.18,116.0,,-875169657609390570
124994,00 01 50.9,-44 25 27,G,,0.36,0.12,88.0,LCRSB235917.0-444210,929398388845210608
548928,00 01 50.9,-43 25 25,G,,0.49,0.36,8.0,,-7436259317745114522
580006,00 01 50.9,-41 00 45,G,,0.5,0.19,,,752055998371693088
1137980,00 01 50.9,-00 39 14,G,,0.65,0.25,145.0,,-3795185481206544209
124318,00 01 51.0,-41 01 12,G,,,,,LCRSB235917.4-411753,9112848204707556416
485829,00 01 51.0,-48 35 28,G,,0.43,0.17,3.0,,3576725337704012645
2112065,00 01 51.2,+37 53 04,G,,0.55,0.08,100.0,NPM1G+37.0643,15533340461207871
991444,00 01 51.3,-09 24 31,G,,0.66,0.59,120.0,,-7589094935584863059
637661,00 01 51.3,-36 21 57,G,,0.8,0.24,64.0,,-7472567265854982171
745486,00 01 51.5,-28 07 44,G,,0.63,0.55,82.0,,-1898763348418677954
846923,00 01 51.5,-20 03 05,G,,0.4,0.06,59.0,,-2079569263210414053
763344,00 01 51.6,-26 49 49,G,,0.41,0.09,80.0,,-3514712816291213808
136,00 01 51.7,+27 45 44,G,Sc,0.5,0.35,5.0,KUG2359+27443,-8310310679162960823
1197728,00 01 51.8,+01 31 53,G,,0.51,0.31,90.0,,-582204921911362270
826434,00 01 51.8,-21 34 34,G,,0.37,0.16,117.0,,-7320872331867200338
95489,00 01 51.9,-27 36 55,G,E-SO,0.56,0.15,128.0,,4308839036310670945
311369,00 01 52.0,-65 39 23,G,,0.46,0.05,166.0,,-2058987818995703673
1868254,00 01 52.1,+29 29 56,G,,0.45,0.08,75.0,,-8221141606406505783
148,00 01 52.2,+40 20 12,G,SBb,0.9,0.13,97.0,UGC12917              NPM1G+40.0535,-4101966961098063425
1000546,00 01 52.3,-08 40 53,G,,0.31,0.03,,,-1494505918805807868
892030,00 01 52.3,-16 53 32,G,,0.35,0.07,98.0,,4039318844041228836
623813,00 01 52.3,-37 23 47,G,,0.56,0.14,21.0,,4060392447195088571
2382374,00 01 52.4,+50 48 05,G,,0.43,0.14,154.0,,-7142536117542445031
1426263,00 01 52.5,+13 14 44,G,,0.71,0.29,124.0,,-5913311987304431498
137,00 01 52.5,-50 28 36,G,Sab,0.79,0.06,100.0,DRCG39-47,-2809905229372368806
867983,00 01 52.5,-18 27 05,G,,0.55,0.26,40.0,,3753778035534227865
868905,00 01 52.5,-18 22 35,G,,0.51,0.17,164.0,,-7627002610720518801
608943,00 01 52.6,-38 26 36,G,,0.56,0.2,150.0,,4473288960900247222
282142,00 01 52.6,-68 58 51,G,,0.44,0.3,164.0,,6261585275536775230
2054151,00 01 52.6,+34 45 43,G,,0.49,0.25,99.0,,5406903700734396058
749406,00 01 52.7,-27 49 18,G,,0.43,0.18,64.0,,-5593713388922362737
479773,00 01 52.7,-49 09 59,G,,0.54,0.32,141.0,,4977639055444400125
2799428,00 01 52.8,-34 43 40,G,,,,,,1854867551610355822
661294,00 01 52.8,-34 30 29,G,,0.36,0.13,87.0,,9085302097607514943
713083,00 01 52.8,-30 46 43,G,,0.56,0.37,,,8479264475970741910
1062787,00 01 52.8,-04 06 17,G,,0.35,0.05,,,4552238591256990508
463676,00 01 52.8,-50 43 09,G,,0.52,0.15,66.0,,-1689209069834734872
779613,00 01 52.9,-25 22 49,G,,0.74,0.71,3.0,,-6620783840682607193
870867,00 01 53.0,-18 13 54,G,,0.43,0.18,175.0,,-4441080921014055674
661758,00 01 53.0,-34 28 25,G,,0.38,0.2,79.0,,48014183122569842
2405133,00 01 53.1,+52 01 49,G,,0.5,0.21,23.0,,5654610194162142145
1651256,00 01 53.1,+21 29 56,G,,0.38,0.01,,,-2294873074091711914
1333866,00 01 53.2,+07 53 56,G,,0.58,0.21,130.0,,-6680917000041557078
2387759,00 01 53.2,+51 04 00,G,,0.63,0.36,136.0,,-1671216863948756044
138,00 01 53.3,-36 50 59,G,SBab,1.0,0.14,1.0,ESO349-19             MCG-6-01-014          ESO-LV3490190,5010686018569610801
1985149,00 01 53.4,+32 11 45,G,,0.48,0.13,154.0,,4798649487581870162
544043,00 01 53.5,-43 50 02,G,,0.42,0.12,164.0,,404157886030183011
305723,00 01 53.5,-66 19 17,G,,0.51,0.32,144.0,,-8461488037371507889
1888898,00 01 53.6,+30 04 00,G,,0.45,0.09,107.0,,-4426728704613501612
124319,00 01 53.6,-41 14 11,G,,0.45,0.08,167.0,LCRSB235920.1-413055,-364837372685012873
1845940,00 01 53.6,+28 47 17,G,,0.43,0.06,161.0,,-8129456832196922604
1501610,00 01 53.7,+16 08 14,G,,0.68,0.44,29.0,,1702966630074619077
107665,00 01 53.7,-38 00 58,G,,0.46,0.16,51.0,LCRSB235920.1-381741,1669023905507958715
1744419,00 01 53.7,+25 39 06,G,,0.39,0.11,30.0,,-5055688839023479726
1242785,00 01 53.7,+02 59 54,G,,0.48,0.08,168.0,,7407248058824156743
559366,00 01 53.8,-42 42 07,G,,0.48,0.29,108.0,,-2605875181597584578
575496,00 01 53.8,-41 27 13,G,,0.33,0.02,,,4383039619324833056
901233,00 01 53.8,-16 11 52,G,,0.41,0.12,120.0,,-5069287329761715423
716527,00 01 53.8,-30 29 57,G,,0.52,0.4,98.0,,-8639859653928719008
198768,00 01 53.9,-30 10 43,G,,0.76,0.28,147.0,DUKST409-39,5250055240995970029
701203,00 01 53.9,-31 46 39,G,,0.4,0.26,109.0,,-7624911942061934303
170479,00 01 54.1,-66 50 22,G,,0.79,0.32,161.0,,4882138912822593121
600390,00 01 54.1,-39 14 09,G,,0.47,0.17,40.0,,1765241892104615907
73209,00 01 54.1,+25 08 14,GM,Sc,0.62,0.41,131.0,KUG2359+248B,-2517323940600566557
744556,00 01 54.2,-28 12 09,G,,0.54,0.33,27.0,,8951398168250429464
2397420,00 01 54.2,+51 38 12,G,,0.37,0.06,57.0,,176022515624953059
595580,00 01 54.2,-39 39 34,G,,0.65,0.55,,,2992748365038871279
899867,00 01 54.3,-16 18 10,G,,0.33,0.05,170.0,,-3168050640397567351
372787,00 01 54.3,-59 15 44,G,,0.54,0.19,177.0,,-472751380056307124
2435975,00 01 54.3,+53 15 27,G,,0.53,0.09,56.0,,-602570007303549281
750442,00 01 54.4,-27 44 44,G,,0.61,0.51,88.0,,-6731129942047532141
835043,00 01 54.4,-20 55 34,G,,0.51,0.36,160.0,,4035022906332645669
403468,00 01 54.5,-56 03 46,G,,0.44,0.05,137.0,,-7149688693877645252
142324,00 01 54.5,-34 41 52,G,,0.67,0.33,46.0,,4278298537831304239
706639,00 01 54.7,-31 18 50,G,,0.32,0.06,73.0,,5792892670254951087
2832002,00 01 54.8,+02 04 50,G,,,,,MRC2359+018,-4953757220717880137
787449,00 01 54.8,-24 39 47,G,,0.69,0.28,56.0,,920391274125477980
748301,00 01 54.9,-27 54 08,G,,0.49,0.15,72.0,,-7781827423302327115
710626,00 01 55.0,-30 59 03,G,,0.5,0.05,,,4891952907194468597
636564,00 01 55.1,-36 27 19,G,,0.66,0.39,130.0,,3342493353289460584
1155750,00 01 55.1,+00 02 51,G,,0.48,0.32,64.0,,-972960971099980370
1938585,00 01 55.1,+31 15 06,G,,0.54,0.17,,,4930466876379699367
1846981,00 01 55.2,+28 49 13,G,,0.45,0.14,97.0,,-8261156811026438334
2799429,00 01 55.3,-34 33 58,G,,,,,,-1066563009733080592
1079379,00 01 55.4,-02 56 47,G,,0.63,0.47,56.0,,-6121573730231226807
1168848,00 01 55.5,+00 32 46,G,,0.71,0.43,121.0,,748292971049781588
260353,00 01 55.5,-72 46 56,G,,0.79,0.34,60.0,,1444244573921951160
855707,00 01 55.6,-19 24 20,G,,0.38,0.08,132.0,,5356362155767537827
1908710,00 01 55.6,+30 33 49,G,,0.41,0.08,134.0,,5101968493291425321
139,00 01 55.7,+17 53 14,G,Sc,0.75,0.39,151.0,KUG2359+176,8985336562814391586
610967,00 01 55.7,-38 16 04,G,,0.41,0.2,18.0,,-7195658684722618017
855666,00 01 55.7,-19 24 30,G,,0.46,0.09,137.0,,6937310538678006557
124995,00 01 55.8,-44 13 53,G,,0.54,0.17,33.0,LCRSB235922.0-443035,7501469716356112088
750730,00 01 55.8,-27 43 31,G,,0.36,0.17,115.0,,-861792156154817445
92828,00 01 55.8,-36 21 22,G,Sc,0.93,0.83,74.0,FGCE1880,4154309593104427791
545732,00 01 55.8,-43 41 47,G,,0.62,0.31,5.0,,605487975461455682
140,00 01 55.9,-27 37 37,G,Sb,1.13,0.07,44.0,ESO409-3              MCG-5-01-023          ESO-LV4090030,4995955298311164976
809794,00 01 56.0,-22 43 25,G,,0.45,0.22,142.0,,-2614312705415573697
2044581,00 01 56.2,+34 08 43,G,,0.61,0.16,72.0,,-2463100496393092060
647896,00 01 56.2,-35 31 11,G,,0.53,0.47,123.0,,-7659292544110872876
642226,00 01 56.4,-35 58 53,G,,0.72,0.48,77.0,,-3770510205188745263
142,00 01 56.4,-40 39 44,G,Sc,0.95,0.39,145.0,ESO293-30             ESO-LV2930300         DUKST348-9,2950209270542903273
133621,00 01 56.4,-24 16 53,G,Sc,0.8,0.41,96.0,,-6908222957259140289
782653,00 01 56.4,-25 06 06,G,,0.37,0.11,70.0,,209904721799117681
141,00 01 56.5,-51 12 36,G,E,0.57,0.05,,DRCG39-7,-5453236360220785885
1073592,00 01 56.6,-03 16 30,G,,0.85,0.05,10.0,,-9167492216118505072
1833934,00 01 56.6,+28 22 24,G,,0.74,0.35,70.0,,-6065264526459232833
395595,00 01 56.7,-56 56 59,G,,0.42,0.1,91.0,,1597955981920763759
245142,00 01 56.7,-75 20 15,G,,0.45,0.31,167.0,,5600251486854806795
1030040,00 01 56.7,-06 41 00,G,,0.38,0.22,4.0,,633834795817082737
3092794,00 01 56.8,-03 57 54,G,,,,,NPM1G-04.0684,7666223818360161275
745133,00 01 56.8,-28 09 26,G,,0.74,0.46,154.0,,6917186459699608961
517082,00 01 56.8,-46 15 35,G,,0.43,0.04,,,4389702027007573164
886419,00 01 56.8,-17 14 36,G,,0.44,0.06,99.0,,413463516828098587
458575,00 01 56.9,-51 13 07,G,,0.34,0.09,11.0,,2787016987217171490
1713430,00 01 56.9,+24 40 41,G,,0.39,0.09,10.0,,2036503821283660859
2288934,00 01 56.9,+46 53 32,G,,0.62,0.19,,,6518809273184571900
432128,00 01 57.1,-53 15 08,G,,0.51,0.4,18.0,,-205477934361712256
1640953,00 01 57.2,+21 01 02,G,,0.45,0.13,97.0,,-8966366575614391592
145,00 01 57.3,-27 59 57,G,Sbc,1.08,0.45,55.0,ESO409-4              MCG-5-01-024          ESO-LV4090040,-6705818823874884149
628871,00 01 57.3,-37 03 53,G,,0.5,0.06,27.0,,-6542000449793977740
126702,00 01 57.3,-38 38 58,G,,,,,LCRSB235923.6-385539,5948622823270412185
1953441,00 01 57.3,+31 34 04,G,,0.47,0.22,89.0,,1837152857368510220
144,00 01 57.4,+32 02 35,G,Sc,0.43,0.24,153.0,KUG2359+317.6-385539,2362274887576220196
651670,00 01 57.4,-35 13 29,G,,0.46,0.11,31.0,,9179937882213897516
768536,00 01 57.5,-26 22 23,G,,0.55,0.13,51.0,,4170408765558063059
1318183,00 01 57.5,+07 17 19,G,,0.55,0.03,,,-4278870285978672163
2401307,00 01 57.5,+51 51 02,G,,0.47,0.07,84.0,NPM1G+51.0394,4006459451877529908
1264296,00 01 57.5,+04 09 23,G,,0.67,0.06,95.0,,6838222788599700643
1621394,00 01 57.5,+20 14 54,G,,0.63,0.32,20.0,,6230712959755964943
883111,00 01 57.5,-17 26 51,G,,0.52,0.3,43.0,,-3239011885697985494
857230,00 01 57.5,-19 17 38,G,,0.4,0.11,20.0,,1312051935916397907
447978,00 01 57.7,-52 09 26,G,,0.51,0.35,149.0,,-8755100410511619721
338586,00 01 57.7,-62 52 49,G,,0.36,0.06,19.0,,5974932042543372282
550616,00 01 57.7,-43 17 18,G,,0.54,0.05,5.0,,-9032723876412616904
532392,00 01 57.8,-44 54 21,G,,0.46,0.33,30.0,,7481101110900386098
603934,00 01 57.8,-38 54 16,G,,0.7,0.6,29.0,,-5076454225487621805
1988531,00 01 57.8,+32 15 36,G,,0.4,0.09,131.0,,1363012195050915797
550578,00 01 57.8,-43 17 28,G,,0.55,0.09,82.0,,3939796672442346840
808650,00 01 57.8,-22 48 12,G,,0.45,0.14,54.0,,-7076397057054468138
581848,00 01 57.9,-40 50 50,G,,0.54,0.42,106.0,,-5078800332324148466
147,00 01 57.9,+21 37 16,G,,0.76,0.05,130.0,CGCG456-16            NPM1G+21.0613,-583502773561775945
582156,00 01 58.0,-40 49 06,G,,0.51,0.43,126.0,,-2260513212234029864
474242,00 01 58.0,-49 41 20,G,,0.49,0.25,128.0,,-2310924322561779874
583357,00 01 58.2,-40 42 25,G,,0.36,0.12,102.0,,2937803654833405693
124814,00 01 58.2,-39 03 23,G,,0.4,0.06,140.0,LCRSB235924.7-392006,106618646043569267
750204,00 01 58.2,-27 45 46,G,,0.52,0.18,94.0,,616998338482598261
440330,00 01 58.2,-52 40 40,G,,0.55,0.48,112.0,,4212647291063016121
149,00 01 58.4,+36 38 57,G,SO-a,0.84,0.24,20.0,CGCG518-9             CGCG517-14            IRAS23594+3622        NPM1G+36.0523,7170986084312317379
