PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,frame_hash
38,00 00 28.1,+17 13 10,G,Sd,1.12,0.05,,UGC12893              MCG3-01-011           CGCG456-14,-3989509840518965108
956793,00 00 28.2,-12 09 55,G,,0.42,0.04,,,4328631245824985084
594134,00 00 28.3,-39 46 59,G,,0.47,0.09,76.0,,-3802682837162933146
923212,00 00 28.4,-14 32 52,G,,0.47,0.14,114.0,,-2107871131768433560
2011081,00 00 28.5,+32 45 28,G,,0.56,0.35,111.0,,124624032628665845
923465,00 00 28.8,-14 31 39,G,,0.73,0.06,64.0,NPM1G-14.0711,56601513541238274
129170,00 00 28.8,-49 24 33,M,,0.64,0.22,112.0,,239435085406151149
832026,00 00 28.8,-21 09 05,G,,0.62,0.56,53.0,,-3218440577518289690
1110957,00 00 28.8,-01 45 18,G,,0.49,0.13,93.0,,-6184668450233622696
733315,00 00 28.9,-29 06 19,G,,0.32,0.06,61.0,,3384927729967075093
738481,00 00 29.0,-28 42 11,G,,0.48,0.34,121.0,,2991819856433415970
36,00 00 29.0,+32 46 56,M,,0.83,0.11,152.0,IC5373                !MCG5-01-019          CGCG499-31            CGCG498-59            KAZ235                IRAS23579+3230,-3344984437277406345
2299318,00 00 29.0,+47 30 00,G,,0.54,0.38,42.0,,-3802470894046695483
896003,00 00 29.0,-16 36 20,G,,0.53,0.06,65.0,,-7716444792553588137
738869,00 00 29.1,-28 40 27,G,,0.35,0.07,150.0,,-2162024590005820891
544701,00 00 29.1,-43 46 56,G,,0.44,0.2,163.0,,-7825514558359207302
655614,00 00 29.1,-34 55 48,G,,0.37,0.14,126.0,,-5697276103310224419
408866,00 00 29.1,-55 29 24,G,,0.55,0.37,141.0,,4933353249243339212
1987723,00 00 29.1,+32 14 42,G,,0.38,0.05,,,320110225407439822
89491,00 00 29.2,-60 40 50,G,,,,,,1094265660520985569
143136,00 00 29.3,-28 11 38,G,,0.6,0.05,38.0,,-5582320180736991646
43,00 00 29.4,-40 29 03,G,SBbc,1.34,0.61,151.0,ESO293-27             MCG-7-01-005          ESO-LV2930270,5877320330785535743
135592,00 00 29.4,-27 23 24,G,,0.65,0.09,30.0,,4337592495195295243
915108,00 00 29.4,-15 08 42,G,,0.63,0.48,21.0,,8867912196172047864
713734,00 00 29.4,-30 43 24,G,,0.38,0.08,42.0,,-883570027675782694
633749,00 00 29.5,-36 41 41,G,,0.63,0.46,154.0,,206780743917471984
948729,00 00 29.5,-12 42 42,G,,0.56,0.34,142.0,,5920083741733714906
46,00 00 29.5,-05 46 35,GM,,0.5,0.11,144.0,(VIIIZw495),-278835590859631266
701736,00 00 29.6,-31 44 02,G,,0.31,0.05,37.0,,8215592591790170017
1960392,00 00 29.6,+31 42 37,G,,0.45,0.07,95.0,,-611166381334067741
462901,00 00 29.6,-50 47 45,G,,0.46,0.27,0.0,,-7654602148074598672
1891860,00 00 29.7,+30 08 30,G,,0.44,0.19,169.0,,-6347830025492642861
515807,00 00 29.7,-46 22 22,G,,0.39,0.12,68.0,,5925684113467654912
1915011,00 00 29.7,+30 42 59,G,,0.43,0.12,38.0,,2902274904072998942
772840,00 00 29.7,-25 59 25,G,,0.47,0.14,167.0,,7645221181659320032
1808955,00 00 29.8,+27 27 51,G,,0.37,0.12,22.0,,-2690061524460485375
410388,00 00 29.9,-55 20 06,G,,0.67,0.56,48.0,,2611378824908985940
1106575,00 00 29.9,-01 54 53,G,,0.5,0.31,130.0,,-7838655744115086957
967318,00 00 29.9,-11 18 42,G,,0.68,0.68,138.0,,4875696873965999508
975683,00 00 30.0,-10 38 25,G,,0.54,0.34,73.0,,-6787073968692732026
1056210,00 00 30.0,-04 35 05,G,,0.46,0.39,26.0,,610711922303399331
131847,00 00 30.1,-36 41 50,G,Sc,0.88,0.45,147.0,,9207452712496368957
966785,00 00 30.1,-11 21 20,G,,0.63,0.13,14.0,,-6171245319846825662
761208,00 00 30.1,-26 59 37,G,,0.55,0.19,144.0,,1977400835188585498
364341,00 00 30.2,-60 19 13,G,,0.4,0.09,84.0,,-1455137838279879048
1064765,00 00 30.2,-03 57 32,G,,0.55,0.13,26.0,,7792845611989866783
608003,00 00 30.3,-38 31 46,G,,0.5,0.17,52.0,,6696654589020190207
469168,00 00 30.4,-50 10 27,G,,0.44,0.19,54.0,,851236667186532046
366975,00 00 30.4,-59 59 38,G,,0.59,0.23,40.0,,126846666077395585
524541,00 00 30.5,-45 38 23,G,,0.35,0.11,40.0,,8546740882005941727
2055453,00 00 30.6,+34 50 41,G,,0.63,0.24,30.0,,-6235085801694060371
775016,00 00 30.7,-25 47 30,G,,0.36,0.1,145.0,,4273130773224909174
45,00 00 30.7,-50 09 16,GM,,1.01,0.32,23.0,(ESO193-8)            ESO-LV1930080         FAIRALL1063,-2071889060733157426
301464,00 00 30.8,-66 50 30,G,,0.38,0.14,129.0,,6925083782831600551
821297,00 00 30.8,-21 57 21,G,,0.42,0.3,106.0,,-1524962887924005286
1020140,00 00 30.8,-07 22 12,G,,0.51,0.08,76.0,,-6542726150079920062
476123,00 00 30.9,-49 30 35,G,,0.52,0.33,96.0,,2649974865236715732
1124115,00 00 30.9,-01 12 47,G,,0.64,0.22,127.0,,-3254055391662564754
387980,00 00 30.9,-57 36 12,G,,0.45,0.13,143.0,,-2561720380583587204
892822,00 00 31.0,-16 50 12,G,,0.44,0.1,161.0,,-7281541013863574487
127775,00 00 31.2,-61 38 40,G,Sc,0.66,0.14,22.0,,-4058686928819318945
316716,00 00 31.3,-65 03 12,G,,0.57,0.17,122.0,,-3365726955358162565
353660,00 00 31.4,-61 38 28,G,,0.69,0.62,148.0,,2738920267128683179
990702,00 00 31.4,-09 27 56,G,,0.49,0.01,,,5967883435676285475
416996,00 00 31.4,-54 40 53,G,,0.57,0.52,107.0,,6135454938685126385
837763,00 00 31.4,-20 43 42,G,,0.31,0.03,,,4869600539701845219
1088503,00 00 31.5,-02 33 54,G,,0.38,0.19,4.0,,-1860376682666546693
47,00 00 31.5,+26 19 32,G,Sbc,0.85,0.06,146.0,UGC12896              MCG4-01-008           CGCG477-38            CGCG478-10            KUG2357+260           MRK1137               IRAS23579+2602,-6176773568373496649
369957,00 00 31.5,-59 37 40,G,,0.49,0.11,119.0,,-5154993585750023015
132704,00 00 31.6,-28 29 15,G,E,0.79,0.05,131.0,,-542030520512135301
1432437,00 00 31.6,+13 29 40,G,,0.37,0.16,148.0,,5996424525761783861
571767,00 00 31.6,-41 48 37,G,,0.35,0.15,1.0,,1185589460971331167
37,00 00 31.6,+26 18 18,M,,0.75,0.15,148.0,MCG4-01-009           NPM1G+26.0557,2841332302966817580
366789,00 00 31.7,-60 00 57,G,,0.34,0.07,103.0,,999891485358461587
215126,00 00 31.7,-89 01 55,G,,0.95,0.63,52.0,,3936908010625523960
336870,00 00 31.7,-63 00 57,G,,0.53,0.33,130.0,,1085660928979376125
1812131,00 00 31.8,+27 34 32,G,,0.33,0.06,31.0,,-5678623840147179757
2062658,00 00 31.9,+35 18 58,G,,0.42,0.13,118.0,,3484316214720310276
2238933,00 00 32.0,+44 11 56,G,,0.61,0.11,151.0,,-7038679046598817107
1269790,00 00 32.1,+04 33 04,G,,0.63,0.08,120.0,,-5102030736195090460
1282251,00 00 32.1,+05 21 44,G,,0.69,0.26,163.0,NPM1G+05.0645,1479092191091646614
1984276,00 00 32.2,+32 10 46,G,,0.62,0.24,14.0,,6266009990840807030
143139,00 00 32.3,-59 41 01,G,,0.61,0.35,13.0,,7202321913405835476
1345610,00 00 32.4,+08 22 38,G,,0.57,0.12,133.0,,5424474339569205845
2030541,00 00 32.4,+33 22 17,G,,0.66,0.09,140.0,,-8932256156728853662
469610,00 00 32.4,-50 07 43,G,,0.69,0.51,124.0,,-1313061720911010369
44,00 00 32.5,-50 08 53,G,E-SO,0.96,0.35,6.0,ESO-LV1930081         FAIRALL1064,728448288234171507
124796,00 00 32.5,-38 42 13,G,,,,,LCRSB235758.5-385855,575743503559270692
503301,00 00 32.5,-47 19 05,G,,0.31,0.03,,,6154459311809250399
1624717,00 00 32.5,+20 21 06,G,,0.48,0.15,41.0,,-8225560243470440888
1346591,00 00 32.6,+08 25 39,G,,0.51,0.1,29.0,,-1908047916842475833
107662,00 00 32.7,-38 16 16,G,,0.55,0.39,162.0,LCRSB235758.9-383259,-5014039585678432282
543698,00 00 32.7,-43 51 34,G,,0.42,0.1,176.0,,-2890986113044751214
755173,00 00 32.7,-27 25 17,G,,0.51,0.42,132.0,,722195914279170196
588812,00 00 32.8,-40 13 23,G,,0.69,0.1,168.0,,2561412863397962746
927312,00 00 32.9,-14 13 45,G,,0.54,0.1,4.0,,-5694825697270332145
1308301,00 00 33.0,+06 49 42,G,,0.72,0.23,91.0,,-656358807593506668
1324703,00 00 33.0,+07 33 01,G,,0.83,0.19,30.0,,-3533284656341935833
198791,00 00 33.1,-30 43 36,G,,0.65,0.32,9.0,DUKST409-63,-1364136412942681300
1695456,00 00 33.2,+23 52 58,G,,0.39,0.12,76.0,,5659645497610120391
143140,00 00 33.2,-46 07 35,G,,0.58,0.07,96.0,,-7227202533125279368
710605,00 00 33.3,-30 59 11,G,,0.5,0.35,44.0,,-3456689829830981761
1551057,00 00 33.4,+18 07 58,G,,0.57,0.29,131.0,,-8281501596771932749
2549339,00 00 33.5,+56 50 20,G,,0.61,0.29,14.0,,-8875443157008734830
782087,00 00 33.5,-25 09 12,G,,0.45,0.09,18.0,,6448696568722250302
49,00 00 33.6,+22 46 44,G,,0.6,0.11,28.0,KUG2357+225           KAZ236,-348971835210350247
893588,00 00 33.6,-16 46 59,G,,0.33,0.07,69.0,,-8145779697129940354
143141,00 00 33.6,-50 43 40,G,,0.61,0.11,28.0,,3824097205119361451
608074,00 00 33.6,-38 31 21,G,,0.52,0.4,93.0,,8251281572358791879
499174,00 00 33.7,-47 34 34,G,,0.72,0.36,100.0,,-6815863720337674490
420947,00 00 33.7,-54 17 09,G,,0.4,0.24,176.0,,775643325395987993
1027012,00 00 33.7,-06 54 51,G,,0.67,0.17,128.0,,-6187256568821935573
483162,00 00 33.8,-48 50 24,G,,0.43,0.06,118.0,,976471005555990161
539000,00 00 33.8,-44 16 43,G,,0.43,0.31,172.0,,-1686918484525764971
865778,00 00 33.8,-18 37 42,G,,0.49,0.08,54.0,,7826439836836396045
1335389,00 00 33.8,+07 57 32,G,,0.47,0.01,,,-1135441462577251113
143142,00 00 34.0,-30 07 33,G,,0.73,0.12,86.0,DUKST409-28,1246236976198373497
2794830,00 00 34.1,-40 20 06,G,,,,,,1416492935191335761
583955,00 00 34.1,-40 39 14,G,,0.4,0.13,153.0,,-4028643708829321625
857091,00 00 34.1,-19 18 18,G,,0.53,0.28,122.0,,8889040582819407800
73203,00 00 34.1,+27 36 10,G,Sc,0.66,0.24,38.0,KUG2358+273,5456963192883732534
50,00 00 34.2,-40 34 54,GM,,0.52,0.3,8.0,(ESO293-28)           ESO-LV2930281,6418487821367760181
380049,00 00 34.2,-58 20 13,G,,0.37,0.14,86.0,,-2348689788284043702
1286598,00 00 34.3,+05 37 57,G,,0.54,0.18,147.0,,-7748422979894471145
279323,00 00 34.4,-69 25 04,G,,0.54,0.02,,,6219332803851423384
898304,00 00 34.4,-16 25 37,G,,0.3,0.06,118.0,,-6341318864321448535
2081390,00 00 34.6,+36 28 58,G,,0.49,0.21,19.0,,-2535318975638711074
782334,00 00 34.6,-25 07 57,G,,0.51,0.24,100.0,,7238347233264494287
758069,00 00 34.7,-27 13 35,G,,0.44,0.07,100.0,,4206182392285334487
1660635,00 00 34.7,+21 57 19,G,,0.4,0.04,,,-7247114304727579260
454842,00 00 34.8,-51 34 42,G,,0.42,0.28,41.0,,-1783210987606545954
329657,00 00 34.8,-63 44 20,G,,0.39,0.2,136.0,,8050970587045183195
1780930,00 00 34.8,+26 34 00,G,,0.41,0.13,48.0,,4849909925319596515
288122,00 00 34.9,-68 08 26,G,,0.68,0.14,52.0,,6728855392985316990
1535905,00 00 35.0,+17 34 06,G,,0.5,0.16,42.0,,2527191381036592611
347349,00 00 35.0,-62 15 01,G,,0.52,0.16,52.0,,-3728609174953645265
617108,00 00 35.0,-37 49 22,G,,0.39,0.14,125.0,,-6213031552952341762
421054,00 00 35.1,-54 16 37,G,,0.5,0.18,167.0,,-2935107139545844445
359640,00 00 35.2,-60 53 33,G,,0.49,0.32,66.0,,7473943822421599733
687820,00 00 35.3,-32 40 57,G,,0.36,0.15,154.0,,-5051899661357495370
583021,00 00 35.4,-40 44 10,G,,0.44,0.05,148.0,,8215410608277080143
479387,00 00 35.5,-49 12 04,G,,0.49,0.24,175.0,,3121016520701440999
474698,00 00 35.5,-49 38 32,G,,0.47,0.18,16.0,,2948343236407996119
1985047,00 00 35.5,+32 11 37,G,,0.52,0.16,156.0,,-9184195552746521634
503903,00 00 35.5,-47 16 50,G,,0.45,0.34,23.0,,-7069535721503606613
40,00 00 35.6,-01 45 49,G,,0.91,0.16,133.0,MCG0-01-017           CGCG382-17,-1012764027328498894
2004148,00 00 35.6,+32 35 51,G,,0.42,0.04,,,1351500168393251374
715490,00 00 35.6,-30 34 57,G,,0.42,0.22,112.0,,-4754471758245657741
502600,00 00 35.7,-47 21 37,G,,0.33,0.06,172.0,,-4258962637426320191
51,00 00 35.7,-40 34 32,GM,,0.73,0.48,37.0,(ESO293-28)           ESO-LV2930280         DUKST348-83,-6881626089689803421
494625,00 00 35.7,-47 51 35,G,,0.58,0.3,56.0,,-3246784139189730259
689030,00 00 35.8,-32 36 36,G,,0.42,0.3,36.0,,-7874171491756897184
733613,00 00 35.8,-29 04 56,G,,0.64,0.43,59.0,,956807173669741372
598401,00 00 35.8,-39 25 09,G,,0.54,0.35,33.0,,896375655833204405
620725,00 00 35.8,-37 35 34,G,,0.57,0.59,104.0,,242056506111060823
579991,00 00 35.8,-41 00 48,G,,0.36,0.07,172.0,,-2016207361607986723
893680,00 00 35.9,-16 46 36,G,,0.66,0.22,135.0,NPM1G-17.0527,4209303973648786038
850043,00 00 35.9,-19 49 12,G,,0.35,0.14,178.0,,-2665509944888842809
513192,00 00 36.0,-46 35 20,G,,0.6,0.5,34.0,,-5623001565025291044
636509,00 00 36.1,-36 27 36,G,,0.6,0.27,168.0,,-1292837451392510727
1105474,00 00 36.2,-01 57 29,G,,0.44,0.05,23.0,,4956691385312141375
573231,00 00 36.2,-41 40 44,G,,0.52,0.19,80.0,,4873541524848274682
903823,00 00 36.2,-15 59 30,G,,0.44,0.13,161.0,,-5186682515290785131
2090329,00 00 36.2,+36 58 10,G,,0.56,0.25,174.0,,142163466687679242
778895,00 00 36.4,-25 26 48,G,,0.46,0.31,144.0,,-1259312725819951688
1050397,00 00 36.4,-05 01 08,G,,0.43,0.19,133.0,,5674155602433137394
1963982,00 00 36.4,+31 46 42,G,,0.57,0.14,84.0,,-2671782949069453400
698944,00 00 36.5,-31 56 55,G,,0.6,0.22,65.0,,8392127057076406866
750348,00 00 36.5,-27 45 10,G,,0.42,0.24,145.0,,3788457099243259666
422217,00 00 36.6,-54 09 43,G,,0.31,0.01,,,2218375034807678536
1220372,00 00 36.6,+02 14 01,G,,0.37,0.11,165.0,,2371155134238450841
469625,00 00 36.6,-50 07 37,G,,0.38,0.11,42.0,,5769704880770108005
1034178,00 00 36.7,-06 19 24,G,,0.67,0.5,36.0,,-7885559639543201462
1572685,00 00 36.7,+18 51 36,G,,0.52,0.08,109.0,,-1606281288602240689
832318,00 00 36.7,-21 07 36,G,,0.6,0.52,24.0,,-991693938344235914
124797,00 00 36.9,-38 49 42,G,,,,,LCRSB235802.9-390623,-2837369099404120331
372530,00 00 36.9,-59 17 28,G,,0.46,0.24,136.0,,7883028084593874565
2040014,00 00 37.0,+33 51 23,G,,0.34,0.03,,,1901597992632499989
512832,00 00 37.1,-46 36 57,G,,0.45,0.23,50.0,,6987786397345379877
424044,00 00 37.2,-53 59 18,G,,0.44,0.25,176.0,,3288975568884562305
970765,00 00 37.2,-11 02 08,G,,0.47,0.25,174.0,,5247543334485450017
878701,00 00 37.3,-17 42 49,G,,0.36,0.08,165.0,,-4976109560857212782
859732,00 00 37.3,-19 06 12,G,,0.54,0.42,62.0,,-8884391053011367023
52,00 00 37.4,+36 10 54,G,,0.53,0.19,100.0,KUG2358+359.9-390623  NPM1G+35.0494,5005037221221619307
55,00 00 37.4,+33 36 05,G,Sc,0.89,0.48,11.0,UGC12898              KAZ237,-7721913769641315208
404005,00 00 37.4,-56 00 24,G,,0.5,0.26,86.0,,1489837939218603237
721260,00 00 37.4,-30 06 43,G,,0.58,0.36,104.0,,-7487102045448641177
124798,00 00 37.6,-38 03 11,G,,,,,LCRSB235803.6-381953,-2478262245202902824
409058,00 00 37.7,-55 28 20,G,,0.55,0.15,22.0,,-8814956720858658112
900251,00 00 37.7,-16 16 25,G,,0.33,0.04,,,8578837054495214213
507556,00 00 37.9,-47 01 41,G,,0.49,0.41,96.0,,8100812592337776618
618004,00 00 37.9,-37 45 56,G,,0.52,0.21,30.0,,-6852374407110546192
1035837,00 00 38.0,-06 10 56,G,,0.41,0.13,90.0,,-2018644179321624935
54,00 00 38.0,+28 23 05,GM,Sab,1.06,0.47,8.0,UGC12897              MCG5-01-020           CGCG499-32            CGCG498-60            HCG99A,1922131696498449817
1762552,00 00 38.1,+26 05 59,G,,0.32,0.08,94.0,,2302105647845865323
515301,00 00 38.2,-46 24 49,G,,0.61,0.08,172.0,,6913473270442054014
1427699,00 00 38.2,+13 18 19,G,,0.42,0.19,65.0,,-4394243001890099684
3095389,00 00 38.2,-00 18 08,G,,,,,,-2651167941401788974
53,00 00 38.2,+20 03 32,G,Sd,0.83,0.12,126.0,UGC12895              KUG2358+197,1578046831190471377
2036446,00 00 38.3,+33 39 18,G,,0.57,0.11,107.0,,-576516733356734927
282719,00 00 38.4,-68 53 37,G,,0.41,0.04,,,6620834239585335248
863950,00 00 38.4,-18 46 11,G,,0.54,0.31,138.0,,4558154256239230816
143143,00 00 38.5,-33 10 50,G,,0.68,0.19,66.0,,7940062685368837053
228325,00 00 38.5,-80 11 07,G,,0.5,0.2,164.0,,7443061536514370891
351111,00 00 38.6,-61 55 16,G,,0.34,0.03,,,-6230466174664042546
512418,00 00 38.7,-46 39 04,G,,0.69,0.04,,,-6272969615891368880
1757886,00 00 38.7,+25 58 54,G,,0.41,0.22,7.0,,3344451814126255456
616816,00 00 38.7,-37 50 31,G,,0.34,0.11,150.0,,8453928328389503094
408948,00 00 38.9,-55 29 01,G,,0.57,0.37,136.0,,5821022720746915414
3098477,00 00 39.1,+02 55 03,G,,0.48,0.0,,,7451265492664603740
1154129,00 00 39.4,-00 00 49,G,,0.63,0.47,159.0,,-6517788347923423736
1210219,00 00 39.4,+01 55 08,G,,0.5,0.31,175.0,,1692619903611539774
143144,00 00 39.4,-30 59 13,G,,,,,DUKST409-33,944642461025004663
595603,00 00 39.4,-39 39 30,G,,0.51,0.43,81.0,,9151009672773633134
819183,00 00 39.5,-22 06 11,G,,0.46,0.07,60.0,,8606772373435405683
1310857,00 00 39.5,+06 57 23,G,,0.55,0.11,107.0,,9097268080454771486
1016190,00 00 39.5,-07 36 09,G,,0.33,0.05,109.0,,-439550377841077458
931916,00 00 39.5,-13 53 00,G,,0.61,0.58,137.0,,7014623811530776300
580835,00 00 39.7,-40 56 10,G,,0.35,0.12,71.0,,-2840501040350680968
877643,00 00 39.7,-17 46 44,G,,0.66,0.46,170.0,,-403573579873937959
475921,00 00 39.8,-49 31 43,G,,0.63,0.67,51.0,,-3980211732989505514
969263,00 00 39.9,-11 09 28,G,,0.54,0.19,104.0,NPM1G-11.0581,7189349468211773110
1124629,00 00 40.0,-01 11 29,G,,0.38,0.18,63.0,,-3802432276957732198
1888270,00 00 40.0,+30 03 05,G,,0.54,0.07,21.0,,3027252652153079569
619134,00 00 40.0,-37 41 38,G,,0.35,0.06,122.0,,4923781828265202817
759773,00 00 40.0,-27 06 12,G,,0.77,0.61,65.0,,-2159801631437799684
502879,00 00 40.0,-47 20 37,G,,0.52,0.23,112.0,,-211565835548977660
1497114,00 00 40.0,+15 56 53,G,,0.5,0.1,34.0,,5775986523254759833
361536,00 00 40.1,-60 39 40,G,,0.52,0.4,137.0,,1062207460149743218
1831512,00 00 40.1,+28 17 13,G,,0.6,0.3,150.0,,-2326570519399880066
418839,00 00 40.2,-54 29 50,G,,0.36,0.18,22.0,,6933710905019104094
840228,00 00 40.2,-20 32 38,G,,0.54,0.29,68.0,,-1415844968165093173
1646644,00 00 40.3,+21 16 33,G,,0.51,0.1,55.0,,7657002720335772354
848590,00 00 40.3,-19 55 44,G,,0.52,0.23,50.0,,7239590157386188963
987992,00 00 40.4,-09 40 22,G,,0.47,0.11,150.0,,3843421227705287474
3080167,00 00 40.6,-16 34 08,G,,0.81,0.37,159.0,,5334334918317780324
56,00 00 40.7,-05 47 19,GM,,0.5,0.23,140.0,(VIIIZw495)           NPM1G-06.0626,7274590744142620315
1026870,00 00 40.9,-06 55 32,G,,0.33,0.05,111.0,,2623298638540902610
1222938,00 00 40.9,+02 18 52,G,,0.54,0.17,130.0,,1657871237845308086
1791383,00 00 40.9,+26 53 16,G,,0.5,0.42,139.0,IRASF23580+2636,-4859259543478928970
143145,00 00 40.9,-66 38 01,G,,0.59,0.37,89.0,,-1512156929066924145
748582,00 00 41.0,-27 52 51,G,,0.37,0.07,54.0,,-8003892659191389082
647198,00 00 41.0,-35 34 39,G,,0.53,0.48,124.0,,-5222120927179199804
2272362,00 00 41.2,+45 54 48,G,,0.57,0.4,34.0,,8183819325386518762
754966,00 00 41.2,-27 26 06,G,,0.76,0.55,5.0,,745338045421231766
619178,00 00 41.3,-37 41 29,G,,0.41,0.2,47.0,,7562033742497065609
1229435,00 00 41.5,+02 31 03,G,,0.65,0.44,56.0,,-4717009466168957175
1814250,00 00 41.6,+27 39 04,G,,0.48,0.14,36.0,,-1024083193647635193
909348,00 00 41.6,-15 34 31,G,,0.45,0.18,18.0,,-7975131496859943273
107663,00 00 41.6,-38 41 52,G,,0.47,0.33,12.0,LCRSB235807.7-385834,1825322303891599535
755853,00 00 41.6,-27 22 40,G,,0.47,0.11,164.0,,-4013781353218470840
894281,00 00 41.8,-16 44 10,G,,0.35,0.12,18.0,,-5892993589626296108
752477,00 00 41.8,-27 36 27,G,,0.4,0.08,101.0,,-3290977049680126526
732692,00 00 41.8,-29 09 10,G,,0.77,0.27,13.0,,-1268005978287580384
864115,00 00 41.8,-18 45 23,G,,0.69,0.02,,,-7647235202627653521
359383,00 00 41.9,-60 55 25,G,,0.42,0.05,,,-7346612813013283908
354047,00 00 41.9,-61 35 44,G,,0.46,0.11,157.0,,-4596020940119348907
781572,00 00 42.1,-25 12 08,G,,0.69,0.21,57.0,,-3632833028527565231
488348,00 00 42.1,-48 20 55,G,,0.77,0.6,23.0,,5535278785227307231
1310270,00 00 42.1,+06 55 39,G,,0.55,0.02,,,-8218337893337012935
2039229,00 00 42.1,+33 48 40,G,,0.49,0.1,12.0,,1005876006983962319
927650,00 00 42.2,-14 12 15,G,,0.59,0.32,140.0,,-3233928166835058152
2070184,00 00 42.2,+35 48 01,G,,0.42,0.1,95.0,,-6298428878643694710
1804818,00 00 42.2,+27 19 56,G,,0.8,0.53,32.0,,224879499815375347
750548,00 00 42.2,-27 44 20,G,,0.62,0.31,166.0,,-627653627679642062
373061,00 00 42.3,-59 13 24,G,,0.46,0.14,87.0,,-8409499920287114288
222371,00 00 42.4,-82 47 54,G,,0.6,0.04,,,-1406461560757279508
376231,00 00 42.4,-58 48 20,G,,0.45,0.23,178.0,,4700770193027690348
57,00 00 42.4,+28 22 09,GM,SO,0.46,0.09,88.0,HCG99E,8899868042475173645
107480,00 00 42.4,-41 39 57,G,,,,,LCRSB235808.6-415638,-6763957030776541443
881497,00 00 42.6,-17 32 42,G,,0.43,0.24,138.0,,3558664584811948135
1762820,00 00 42.7,+26 06 23,G,,0.43,0.18,142.0,,3099299045868679060
788348,00 00 42.7,-24 35 21,G,,0.67,0.12,137.0,,2799697257926198876
755470,00 00 42.7,-27 24 14,G,,0.6,0.5,10.0,,7560890070068513230
2199372,00 00 42.8,+42 27 44,G,,0.41,0.04,,NPM1G+42.0549,716279515011214804
170469,00 00 42.8,-72 17 14,G,,0.81,0.22,101.0,,-1976590166932747670
834646,00 00 42.8,-20 57 20,G,,0.52,0.43,75.0,,7864837400015608320
124799,00 00 43.0,-39 26 12,G,,,,,LCRSB235809.1-394254,-463808095757939703
1969371,00 00 43.0,+31 53 01,G,,0.59,0.36,65.0,,-5254476401037403146
2794831,00 00 43.1,-39 30 34,G,,,,,,7988556961249258099
746338,00 00 43.1,-28 03 40,G,,0.4,0.08,146.0,,6195155680085108315
1507962,00 00 43.1,+16 24 11,G,,0.37,0.09,150.0,,-6811082426574161728
240982,00 00 43.1,-76 13 49,G,,0.54,0.45,125.0,,1548931647015291004
835476,00 00 43.2,-20 53 52,G,,0.48,0.42,119.0,,2932450805654635787
1672903,00 00 43.2,+22 36 06,G,,0.44,0.18,24.0,,4260132866128237478
513042,00 00 43.2,-46 36 04,G,,0.57,0.24,102.0,,4991426987581351686
374525,00 00 43.3,-59 01 33,G,,0.58,0.24,68.0,,8813889529405610428
1056613,00 00 43.3,-04 33 13,G,,0.51,0.11,42.0,,-5688802834468102888
593132,00 00 43.3,-39 51 58,G,,0.76,0.56,42.0,,-7777755091902006295
450756,00 00 43.4,-51 56 36,G,,0.48,0.26,153.0,,-9169001288065278333
1829311,00 00 43.5,+28 12 29,G,,0.58,0.08,96.0,,6956136190255805563
124800,00 00 43.6,-39 22 04,G,,0.36,0.14,133.0,LCRSB235809.8-393847,9151700328982659980
562548,00 00 43.6,-42 31 03,G,,0.61,0.32,117.0,,248016413829374426
1207467,00 00 43.7,+01 50 07,G,,0.36,0.18,152.0,,-4268528504013493967
824856,00 00 43.7,-21 42 05,G,,0.38,0.14,160.0,,-1240089913408114846
1837351,00 00 43.8,+28 29 32,G,,0.58,0.29,154.0,,2073472361296609816
372414,00 00 43.9,-59 18 22,G,,0.51,0.42,165.0,,2082889003331047626
771691,00 00 43.9,-26 05 21,G,,0.4,0.07,,,-6157454192120947385
731715,00 00 44.0,-29 14 11,G,,0.5,0.28,165.0,,1226668826724520085
234291,00 00 44.0,-77 55 27,G,,0.53,0.38,26.0,,3426948596665191264
58,00 00 44.0,+28 24 06,GM,,0.87,0.15,91.0,MCG5-01-021           CGCG498-61            CGCG499-33            HCG99C,-2467287014478426256
1172352,00 00 44.1,+00 40 23,G,,0.59,0.08,138.0,NPM1G+00.0655,6807810111439604866
1517171,00 00 44.1,+16 47 41,G,,0.52,0.27,104.0,,67921761724193661
950941,00 00 44.2,-12 34 13,G,,0.34,0.1,72.0,,-2882608080588501360
434074,00 00 44.2,-53 06 38,G,,0.5,0.08,140.0,,-4274731436699857093
636319,00 00 44.3,-36 28 33,G,,0.58,0.44,86.0,,-6626982808269567686
706788,00 00 44.3,-31 18 06,G,,0.52,0.18,146.0,,-6084827320498714510
928357,00 00 44.3,-14 08 49,G,,0.4,0.12,24.0,,-8730579345654235130
1070710,00 00 44.3,-03 28 55,G,,0.74,0.21,1.0,NPM1G-03.0718,2404352508250089206
644799,00 00 44.4,-35 46 15,G,,0.63,0.57,45.0,,6865519945693780037
1616049,00 00 44.4,+20 05 29,G,,0.49,0.14,130.0,,4255005713115226380
774152,00 00 44.4,-25 52 12,G,,0.61,0.52,20.0,,-7697346120779339464
750614,00 00 44.4,-27 44 05,G,,0.54,0.31,177.0,,6827677686343493837
59,00 00 44.5,+36 52 10,G,Sc,0.56,0.12,88.0,KUG2358+36518,-8104863834271271400
547479,00 00 44.5,-43 32 51,G,,0.39,0.04,,,2767097850913817620
