pl_name,hostname,pl_orbper,frame_hash
Kepler-1614 b,Kepler-1614,3.9466513276,-4334047755616233226
K2-274 b,K2-274,14.130142,7530480216061115587
Kepler-676 b,Kepler-676,11.5982049659,7634174697250959962
Kepler-192 c,Kepler-192,21.2234,-4749861188338589575
Kepler-301 d,Kepler-301,13.75125295,-3477462909135191030
Kepler-268 c,Kepler-268,83.4421,2629893369595969263
Kepler-28 b,Kepler-28,5.912262,9061142067651782223
Kepler-398 d,Kepler-398,6.834378,-2734796503152189036
BD+55 362 b,BD+55 362,265.59,-1553798194126489932
HD 164509 b,HD 164509,280.17,-5316543005913196210
Kepler-1001 b,Kepler-1001,14.3051226913,8150624914100995415
Kepler-406 c,Kepler-406,4.62339,-5700815793685655287
Kepler-1991 b,Kepler-1991,13.26080036,-3804156597854505886
Kepler-1811 b,Kepler-1811,76.42230225,6326106275364901332
Kepler-300 c,Kepler-300,40.7150498,6541334545938665707
HD 231701 b,HD 231701,141.6,8254536436438955365
Kepler-749 b,Kepler-749,17.31706878,1357993905483592697
Kepler-772 b,Kepler-772,12.9920768985,3761289756608959715
K2-150 b,K2-150,10.59366,-2733789038104884259
Kepler-379 c,Kepler-379,62.7849301015,1373196567893689954
Kepler-1523 b,Kepler-1523,0.938750221,6858781520952633933
Kepler-1434 b,Kepler-1434,,7535783973153228166
HD 129445 b,HD 129445,1840.0,6167023492449331144
Kepler-1296 b,Kepler-1296,8.38469,132610505966848933
Kepler-267 d,Kepler-267,28.4646280549,694210011002247617
K2-101 b,K2-101,14.67665,1722489613996131452
Kepler-553 c,Kepler-553,,6350174724631646271
Kepler-1248 b,Kepler-1248,7.4672710454,1324852916751624939
Kepler-300 c,Kepler-300,40.714955,-662872807326111237
Kepler-479 b,Kepler-479,12.49343008,3472463939072328320
Kepler-144 c,Kepler-144,10.105,-1461777737173741907
Kepler-79 b,Kepler-79,13.4845,-4888923844489285322
Kepler-1286 b,Kepler-1286,11.2539700752,-4237003973643487010
HIP 97233 b,HIP 97233,1058.8,8739087393884360985
Kepler-560 b,Kepler-560,18.477659,7030400812823271688
Kepler-326 c,Kepler-326,4.580346161,6040064541340503899
Kepler-126 c,Kepler-126,21.8695305559,-7374830298355482236
HD 125271 b,HD 125271,14901.99295,-8190907853642222705
HD 216437 b,HD 216437,1294.0,-426197147815643605
Kepler-232 c,Kepler-232,11.37936986,2662671488711985431
Kepler-92 b,Kepler-92,13.748778,3992386946068978754
Kepler-507 b,Kepler-507,3.5680866929,-4075692464146235276
Kepler-1998 b,Kepler-1998,3.03263998,4736335336722945984
HIP 5763 b,HIP 5763,30.014,6780119851500309922
Kepler-353 c,Kepler-353,8.410894,-2970462057337594800
Kepler-130 d,Kepler-130,87.5177787,-1584732414125269472
Kepler-1327 b,Kepler-1327,14.8877782065,-5787944925193151684
Kepler-462 b,Kepler-462,84.68781817,-4498206953026128993
Kepler-120 c,Kepler-120,12.794585,18330953717155742
Kepler-147 b,Kepler-147,,-6677966406467558295
Kepler-1143 c,Kepler-1143,,4764788587454993309
K2-37 d,K2-37,14.090907,1278323957662873504
Kepler-1055 b,Kepler-1055,2.295026,-2975986032018377427
Kepler-1319 b,Kepler-1319,2.8867601176,8239517892165163704
Kepler-1200 b,Kepler-1200,1.118547814,-9165712718296454599
Kepler-322 b,Kepler-322,1.6538917041,6827607646592213536
Kepler-1278 b,Kepler-1278,3.23941775,-7265232265871712411
Kepler-631 b,Kepler-631,17.9797691534,-1952504437501635148
Kepler-66 b,Kepler-66,17.81594735,3169226585533610801
Kepler-188 c,Kepler-188,5.9965371126,8022841744128696407
Kepler-818 b,Kepler-818,10.0354072958,625576568219935143
K2-383 b,K2-383,1.865962,-5256445597051819832
K2-159 b,K2-159,12.42205,-8072013847988292605
Kepler-987 b,Kepler-987,105.308,5008580990588270524
Kepler-439 b,Kepler-439,178.13886121,-8016226703127400193
Kepler-259 c,Kepler-259,,-3349370887519250720
Kepler-142 d,Kepler-142,41.809118,-8997471973442486658
Kepler-27 d,Kepler-27,6.546303,-6131508980772462107
Kepler-192 b,Kepler-192,,3255916019429173829
Kepler-734 b,Kepler-734,,-6563587283728414037
Kepler-1502 b,Kepler-1502,41.7096478587,7099959271161407843
Kepler-692 b,Kepler-692,,2670296638214908345
Kepler-219 d,Kepler-219,47.903645,6876904421681167525
Kepler-51 b,Kepler-51,45.156,2560278544997912407
HD 92788 b,HD 92788,325.72,-8548343858986065000
Kepler-876 b,Kepler-876,,-8477711833991532419
Kepler-1172 b,Kepler-1172,26.02017992,367034853656894061
Kepler-1314 b,Kepler-1314,5.4247468,1003828793499568457
Kepler-256 e,Kepler-256,10.6817188037,1119470479625203495
K2-273 b,K2-273,11.71885,6943436051444587729
Kepler-32 f,Kepler-32,0.74,9137232572611960024
Kepler-11 g,Kepler-11,118.3807,8596159718113818181
K2-217 b,K2-217,14.0721,-62055262263511770
Kepler-1522 b,Kepler-1522,,1935376504162668296
Kepler-662 b,Kepler-662,21.67699193,-6188492340336854586
Kepler-545 b,Kepler-545,13.2493338522,7416492668832216325
Kepler-395 b,Kepler-395,7.0543507111,717004414024079644
HD 204313 b,HD 204313,1920.09998,1363246798214998621
Kepler-173 c,Kepler-173,8.00578092,7174263922703694407
GJ 3293 b,GJ 3293,30.6,4256502217543957480
Kepler-339 d,Kepler-339,10.5582639591,-3676542792026648251
Kepler-230 b,Kepler-230,,542308638239762108
Kepler-916 b,Kepler-916,32.296480188,4558056184607284665
Kepler-257 c,Kepler-257,6.5814785507,-7945075119872262114
Kepler-1422 b,Kepler-1422,18.6052046,-1028683544819710484
Kepler-231 c,Kepler-231,19.271566,3135095031060598934
Kepler-513 b,Kepler-513,28.86231,-2381667441158353798
Kepler-1846 b,Kepler-1846,14.820259,9052328914920067255
Kepler-760 b,Kepler-760,8.70419734,4116317491911490556
Kepler-48 b,Kepler-48,4.778,8547411046423706723
Kepler-439 b,Kepler-439,178.141074395,2992780922512847343
Kepler-273 c,Kepler-273,8.01497676,6889374618030333607
Kepler-92 b,Kepler-92,13.749,-5052100166194883963
HD 224693 b,HD 224693,26.6904,-3695853713978351354
K2-148 c,K2-148,6.92251,1116414746621946414
Kepler-1289 b,Kepler-1289,7.990251,-4919225221339301218
Kepler-335 b,Kepler-335,6.56226483,-8074449961628456807
Kepler-1718 b,Kepler-1718,135.18805549,-2788409465268687027
K2-101 b,K2-101,14.66146147,2553431898142968188
HD 55696 b,HD 55696,1706.0,-5184394086175578695
Kepler-1338 b,Kepler-1338,0.9351186,8882194770367343170
Kepler-309 c,Kepler-309,105.35789935,5029332933858724264
Kepler-857 b,Kepler-857,85.3514875,-8354124469128242318
Kepler-160 b,Kepler-160,4.3093864422,707116711146682580
Kepler-416 c,Kepler-416,,-5510693025010279498
KOI-351 d,KOI-351,59.73716,3232501460663725552
Kepler-303 c,Kepler-303,7.061193,5755816049027751001
HD 81040 b,HD 81040,1002.7,-6727412718162327753
NY Vir b,NY Vir,3160.0,280067461043603057
Kepler-463 b,Kepler-463,8.981014925,4259375471982993646
Kepler-552 b,Kepler-552,5.2634113623,-3274591839892141767
Kepler-199 b,Kepler-199,23.64210501,7311339437667747225
K2-381 d,K2-381,26.804998,-9193226848154600547
K2-63 b,K2-63,20.2653,3989970254151842288
Kepler-220 b,Kepler-220,4.1598244936,6174235030650704025
Kepler-1401 b,Kepler-1401,11.19948,6969727502483311058
Kepler-763 c,Kepler-763,4.09667624,-3773177696116141819
Kepler-215 d,Kepler-215,,-2662248131801362441
Kepler-1721 b,Kepler-1721,4.592380047,-1407394136388244476
EPIC 206042996 b,EPIC 206042996,5.2986,8299589474773562088
HD 98219 b,HD 98219,433.8,5262185803308826184
Kepler-217 c,Kepler-217,8.58604,-779825858994294449
Kepler-950 b,Kepler-950,98.7180961,-7824603304064539924
Kepler-1529 b,Kepler-1529,5.33905606,-4135597225957090335
Kepler-736 b,Kepler-736,3.6014772659,2025936127950140786
Kepler-180 b,Kepler-180,13.81752,-2405229022318529914
EPIC 220554210 c,K2-282,0.705386,5697056110143758743
Kepler-254 b,Kepler-254,,-8135480895988088139
Kepler-1422 b,Kepler-1422,18.60503,8943210919156579914
Kepler-399 d,Kepler-399,58.034616,-7965017548323243657
K2-128 b,K2-128,5.67556,-1800519615471513113
Kepler-55 c,Kepler-55,42.12447819,8954911268233298426
Kepler-1989 b,Kepler-1989,10.16100025,1597016702819858768
Kepler-1357 b,Kepler-1357,,2401869097602336743
Kepler-619 d,Kepler-619,11.67894236,214350103746946913
Kepler-1169 b,Kepler-1169,6.110122,-5239674325560795214
Kepler-933 b,Kepler-933,14.20437,5538976282436377249
Kepler-395 c,Kepler-395,34.98870981,524952731024397638
Kepler-853 b,Kepler-853,7.16893749,-1736508548190019004
Kepler-276 d,Kepler-276,48.648,-8672026498974720659
Kepler-432 b,Kepler-432,52.50128,1033992919715381856
Kepler-122 e,Kepler-122,38.0,3155311934010187366
Kepler-1368 b,Kepler-1368,0.6756469787,-2500593678385949199
Kepler-118 c,Kepler-118,20.172024672,-676192255107718656
HD 43691 b,HD 43691,36.96,-4454840089891856495
Kepler-834 b,Kepler-834,,-5811109928906031696
Kepler-1102 b,Kepler-1102,51.32848636,-3442663891918380279
K2-24 b,K2-24,20.885016,3480397554559868294
Kepler-381 c,Kepler-381,,1489871789822424996
Kepler-207 d,Kepler-207,5.8680702618,-4031522021242786661
Kepler-211 c,Kepler-211,,-6175576580943075726
Kepler-169 c,Kepler-169,6.19547175,468948782959156386
Kepler-778 b,Kepler-778,,-4836967315059359792
K2-139 b,K2-139,28.38236,3957770361986503840
Kepler-769 c,Kepler-769,15.98467,694638812773469674
Kepler-231 b,Kepler-231,10.0652457992,3485665258436613478
Kepler-1781 b,Kepler-1781,4.88753368,-5035354610556038483
Kepler-260 b,Kepler-260,8.1874109,2086718973918661375
K2-156 b,K2-156,0.813143,2355166299897705998
Kepler-1356 b,Kepler-1356,,-1379324234029213356
HD 82943 c,HD 82943,219.929,7554248887002942745
Kepler-1665 b,Kepler-1665,11.9548,59965262790199785
Kepler-363 c,Kepler-363,7.54235832,-1918880262785186443
Kepler-653 b,Kepler-653,14.70749512,-2033966655296930606
HD 20868 b,HD 20868,380.85001,7264475305780364690
Kepler-1936 b,Kepler-1936,126.55719,3975477331837507965
HD 121504 b,HD 121504,63.33,-4874620768923771703
K2-331 c,K2-331,22.996591,-2338411125856545764
Kepler-1183 b,Kepler-1183,28.5061564554,3767451189814942160
Kepler-50 c,Kepler-50,9.37663713,803698744485510944
Kepler-1318 b,Kepler-1318,,5963590866423395614
Kepler-848 b,Kepler-848,6.91134223,-1661934456681825281
HD 72892 b,HD 72892,39.44603,3147950280030537665
Kepler-677 b,Kepler-677,6.5753260242,4540275627603198329
Kepler-1000 b,Kepler-1000,120.019,2159265618405026042
Kepler-1716 b,Kepler-1716,35.58100128,7410094262253664349
K2-8 b,K2-8,10.35848367,-5910387224681888100
Kepler-1214 b,Kepler-1214,18.82735,-8819041836454661882
Kepler-280 c,Kepler-280,4.807091,-6610023068866051123
HD 83443 b,HD 83443,2.98566,8235742914330295161
Kepler-52 d,Kepler-52,36.45,2878182397821883851
Kepler-904 b,Kepler-904,3.021542,3050286676209125590
Kepler-186 e,Kepler-186,22.40788397,1427621466697551445
Kepler-901 b,Kepler-901,3.52,-6950112360666931766
7 CMa c,7 CMa,996.0,8937985317179867322
Kepler-100 d,Kepler-100,35.33314,5308916568016140664
Kepler-402 d,Kepler-402,8.92114318,378146496693956384
Kepler-483 b,Kepler-483,30.2289452587,-832856570740678133
Kepler-362 c,Kepler-362,37.866281,-4011232055336733139
HD 33844 b,HD 33844,551.4,1332635343879978745
Kepler-298 b,Kepler-298,10.475426,-5709477901579991005
Kepler-123 c,Kepler-123,26.6955476334,5521561063177184622
K2-185 c,K2-185,52.7099,-4692612614572123074
Kepler-107 c,Kepler-107,4.9014287,5354439522573626487
Kepler-300 b,Kepler-300,10.44635944,1183403575872296264
Kepler-466 c,Kepler-466,3.70920361,-8080408954925619895
K2-204 b,K2-204,7.05647,837249286236102898
HD 74156 b,HD 74156,51.638,276464120381431403
Kepler-11 c,Kepler-11,13.02426,2227494592339073978
K2-384 f,K2-384,13.62749,-5086426207043473100
HD 128311 b,HD 128311,460.1,-715502426078493448
Kepler-829 b,Kepler-829,6.8833857,6419947216375153775
Kepler-1023 b,Kepler-1023,,4125180222329775906
Kepler-1542 d,Kepler-1542,,-6310139828820167986
Kepler-338 b,Kepler-338,13.727,-7923142854733943009
Kepler-257 b,Kepler-257,2.3826432093,2532458060012831131
Kepler-1393 b,Kepler-1393,2.4435854149,3898298468713113357
K2-381 d,K2-381,26.803023,-8647453480884056703
Kepler-85 e,Kepler-85,25.215,-6849401840919491725
Kepler-444 d,Kepler-444,,7165201383213156034
Kepler-1111 b,Kepler-1111,,7381740632816389744
Kepler-589 b,Kepler-589,16.5496464391,-7058132540746434561
Kepler-1571 b,Kepler-1571,,-3645729452220352608
Kepler-1143 b,Kepler-1143,2.88887,-6825612676441173012
Kepler-118 b,Kepler-118,7.51866,1281720130859911032
Kepler-758 c,Kepler-758,,-5475146373853068774
Kepler-436 b,Kepler-436,64.00164407,-7545453584670997106
Kepler-269 b,Kepler-269,,4387825136502274958
Kepler-46 b,Kepler-46,33.601789,2096441071948830121
Kepler-501 c,Kepler-501,3.62275506,-1867731923087565796
Kepler-1952 b,Kepler-1952,27.21038339,-4372924760475996210
Kepler-1596 b,Kepler-1596,,-4870467456659210032
Kepler-580 b,Kepler-580,8.2223903082,7784971074257497292
Kepler-154 d,Kepler-154,20.549751,-5723501729618877035
Kepler-48 c,Kepler-48,9.6739468493,-5402815787961370448
Kepler-1157 b,Kepler-1157,,4510121774981103426
HD 29399 b,HD 29399,892.7,-6883430844451121391
Kepler-337 b,Kepler-337,3.292743,-6937784531257295405
Kepler-1440 b,Kepler-1440,39.8573627035,-2218528590227887769
GJ 676 A b,GJ 676 A,1051.1,-6502569428719493393
Kepler-149 d,Kepler-149,160.019240696,-6909641970657806505
Kepler-1413 b,Kepler-1413,13.1827701202,4994397842958351377
Kepler-1064 b,Kepler-1064,16.54077825,5782252604733628209
Kepler-442 b,Kepler-442,112.303409656,-3132205554189015466
Kepler-82 e,Kepler-82,5.9022788846,-7196250804136963480
Kepler-112 b,Kepler-112,8.4088748713,7756097394018934419
Kepler-1581 b,Kepler-1581,6.28384079,5271042274390998990
Kepler-160 c,Kepler-160,13.699138,4225076307646521484
KOI-351 h,KOI-351,331.643,-2664259168235691740
Kepler-479 b,Kepler-479,12.493311,394931534968410052
Kepler-592 b,Kepler-592,2.82019054,730780766838703775
Kepler-385 c,Kepler-385,15.16221349,-1174843461533846167
Kepler-1567 b,Kepler-1567,,2857745921347956052
Kepler-1109 b,Kepler-1109,37.64617,-5706183258041957878
Kepler-399 c,Kepler-399,26.67569,-7180296363999187418
K2-369 b,K2-369,5.76218,760783200308796537
Kepler-557 b,Kepler-557,3.705991661,-4298063790506245208
Kepler-1113 b,Kepler-1113,42.3006282,-8615900160352831688
Kepler-1303 b,Kepler-1303,7.5612953265,-7474609209698794828
Kepler-206 d,Kepler-206,23.44287284,8319465203280834906
Kepler-444 b,Kepler-444,3.60011885,-4688339853383505809
Kepler-567 b,Kepler-567,,-6976646607989698800
Kepler-308 b,Kepler-308,,-3210236153154664928
Kepler-220 b,Kepler-220,4.159807,2509515365666710617
Kepler-235 d,Kepler-235,20.06,2043047584723472762
Kepler-1858 b,Kepler-1858,88.07122544,8782053917514291635
Kepler-436 c,Kepler-436,16.79702,2866316814713447040
GJ 849 c,GJ 849,7068.0,773544961178557187
Kepler-1573 b,Kepler-1573,,8652712634320498844
Kepler-927 b,Kepler-927,9.1151112944,-898817041776013551
Kepler-324 e,Kepler-324,13.979451,1459825276538583739
Kepler-887 b,Kepler-887,20.42226,8665310892576980361
Kepler-1937 b,Kepler-1937,9.688599586,8397378562690867702
K2-122 b,K2-122,2.219405,-3667519570086656049
Kepler-155 b,Kepler-155,5.931196562,-1880352373724883301
Kepler-1770 b,Kepler-1770,16.84193466,-2491519488646644021
Kepler-341 c,Kepler-341,8.01040007,-5669159646126704281
Kepler-214 b,Kepler-214,15.66039,4669100374936835992
HD 188015 b,HD 188015,456.46,-1950833718966204153
Kepler-9 b,Kepler-9,19.23876,-4964648472389384993
Kepler-1710 b,Kepler-1710,14.91095504,6032346000431814813
K2-247 b,K2-247,2.25021,-4421706129396013201
Kepler-692 b,Kepler-692,21.81293,-4594744923773670347
K2-220 b,K2-220,13.682511,8915262530185038476
KOI-1843.03,Kepler-974,0.1768913,-6671293202135457831
Kepler-1750 b,Kepler-1750,205.912082,-8844481592207219886
Kepler-54 c,Kepler-54,12.07,-263015915131520656
Kepler-427 b,Kepler-427,,1083465609527755180
Gl 686 b,Gl 686,15.53209,-1051405596839267095
HD 174205 b,HD 174205,582.0,7156994333972164722
K2-272 b,K2-272,14.45107,-7882523476535927076
K2-95 b,K2-95,10.13389,-8728274540141292157
Kepler-49 b,Kepler-49,,8023235964044221834
Kepler-348 b,Kepler-348,7.05676864,-1758186620770625528
Kepler-144 c,Kepler-144,10.10455485,550621947005955507
K2-21 b,K2-21,9.32414,-5045131437382374392
Kepler-194 d,Kepler-194,,1429370066609779153
Kepler-30 b,Kepler-30,29.323,2396684517310358971
Kepler-1846 b,Kepler-1846,14.8200596,5415427511550297260
Kepler-217 b,Kepler-217,,-2926401673758061794
Kepler-204 c,Kepler-204,25.66180924,7541282840115280920
Kepler-1999 b,Kepler-1999,8.739450455,3840305294696660783
Kepler-1794 b,Kepler-1794,9.762980461,8468939121200221597
Kepler-36 b,Kepler-36,13.86825,6128343191770865828
Kepler-758 e,Kepler-758,8.1934699856,8099400106144507817
HD 108147 b,HD 108147,10.8985,-3547031365584142208
Kepler-307 b,Kepler-307,10.416,-2780233055239195370
Kepler-105 b,Kepler-105,5.4122034,-5363663106717385224
Kepler-138 b,Kepler-138,10.31368,-6495690483608646826
Kepler-286 b,Kepler-286,1.796311,-853912414931912096
K2-193 b,K2-193,14.786747,1837648981876012416
HD 192263 b,HD 192263,23.646,3936875398669817039
Kepler-896 c,Kepler-896,29.53941,8394811956991345437
HD 134987 b,HD 134987,258.17999,5353372014592523537
Kepler-103 b,Kepler-103,,1989035580521531083
K2-22 b,K2-22,0.3810654,6407976059333061367
Kepler-263 b,Kepler-263,16.56808299,-7364831512355467103
Kepler-1042 b,Kepler-1042,10.13200555,-6915499493215261269
Kepler-401 c,Kepler-401,47.3186631,-3186997267459954417
Kepler-1203 b,Kepler-1203,0.588001053,8522113489142671142
Kepler-1237 b,Kepler-1237,84.5733346,-1015581232094631996
Kepler-84 f,Kepler-84,44.5503219781,-5192185932708719153
Kepler-343 c,Kepler-343,23.22182,6581256307060976643
Kepler-1137 b,Kepler-1137,23.9211703894,-7229578741142811311
Kepler-243 c,Kepler-243,20.026218,-1699863728273777595
Kepler-1099 b,Kepler-1099,2.168446,3462306029435598674
Kepler-167 d,Kepler-167,,7500911015871096350
Kepler-152 b,Kepler-152,18.2079798213,-1236546089732703484
Kepler-941 b,Kepler-941,17.42459,3736757017211722515
Kepler-20 c,Kepler-20,10.85409784,1763202600853125516
Kepler-306 d,Kepler-306,17.32670445,-3308173816913116203
61 Vir b,61 Vir,4.215,2744386923608938206
Kepler-1175 b,Kepler-1175,37.94584397,60796527176807273
Kepler-509 b,Kepler-509,,-3111294804739149779
K2-340 b,K2-340,29.740451,2123893561618959806
HD 147379 b,HD 147379,86.58,-3394323252451922579
Kepler-1254 b,Kepler-1254,9.99124,-8249842358044398450
Kepler-949 c,Kepler-949,20.99757968,-5327242286417271745
Kepler-300 c,Kepler-300,40.71524,769384264007219306
Kepler-911 b,Kepler-911,20.31035,-4972805878088074222
Kepler-281 c,Kepler-281,36.3375548681,8254253939494550485
Kepler-1701 b,Kepler-1701,169.13399905,-7293034716634067202
Kepler-873 b,Kepler-873,20.5534419026,2594692555379234699
Kepler-226 c,Kepler-226,5.34956788,4679215250243777856
K2-15 b,K2-15,11.8104,479170151494132121
Kepler-510 b,Kepler-510,19.55659485,5795494781025467154
Kepler-1770 b,Kepler-1770,16.841896,-4804674667189828457
Kepler-79 b,Kepler-79,13.484542,1864108830830616365
Kepler-589 b,Kepler-589,16.54967098,-7765369530131338276
Kepler-247 c,Kepler-247,9.439452,7843016557521729141
Kepler-1192 b,Kepler-1192,,4545343630387509491
Kepler-1206 b,Kepler-1206,,-1968261970909684786
Kepler-87 c,Kepler-87,191.2318,4357088407184415593
kap And b,kap And,,-4297391953720440535
Kepler-702 b,Kepler-702,10.526294433,-1294233419205667173
Kepler-306 d,Kepler-306,17.32639,-7014052532368729722
Kepler-745 b,Kepler-745,,-558806246897211046
HD 154672 b,HD 154672,163.94,1633428800142497128
Kepler-180 b,Kepler-180,13.81746648,2657774173734174582
HD 94771 b,HD 94771,2164.0,-3201175939099039487
HD 68402 b,HD 68402,1150.0,7594405223249776866
Kepler-549 d,Kepler-549,24.614847,5229593567386550151
Kepler-133 b,Kepler-133,8.129858,-5820565796709485932
Kepler-1768 b,Kepler-1768,15.13589954,7251735253747324033
Kepler-649 b,Kepler-649,29.90728728,7908363464169085232
Kepler-758 b,Kepler-758,,533111431688254411
Kepler-166 d,Kepler-166,1.55400192,-6929296611023063929
HD 210277 b,HD 210277,442.19,-3146048046656456037
Kepler-1230 b,Kepler-1230,9.95667035,-5345413045608307993
Kepler-254 d,Kepler-254,18.7463864719,6729894582750319659
Kepler-527 b,Kepler-527,13.285388,-3209566111592721953
HD 48948 c,HD 48948,38.06,-6083375621685744208
Kepler-1907 c,Kepler-1907,14.86390018,354284838054883557
EPIC 206042996 b,EPIC 206042996,5.29711,-528362724726230839
HD 11977 b,HD 11977,621.6,8343919223347358824
Kepler-194 b,Kepler-194,2.092281,2809365116805012702
Kepler-125 b,Kepler-125,4.16437101,7196568470285603371
Kepler-399 b,Kepler-399,14.4252195862,-8748999493379694444
Kepler-509 b,Kepler-509,41.7460184,1624000461980253962
Kepler-292 f,Kepler-292,,-3480401571993396042
Kepler-844 b,Kepler-844,2.613020421,3246554184272634646
Kepler-1977 b,Kepler-1977,4.537000179,-6912701859836247055
K2-24 c,K2-24,42.363493,-3034104091554395864
Kepler-97 b,Kepler-97,2.58664,2285035001124940053
Kepler-244 b,Kepler-244,4.3117817945,-8796551845183321783
Kepler-1142 b,Kepler-1142,18.30267831,5773338299445302138
Kepler-33 b,Kepler-33,,-5107391324383087466
Kepler-416 b,Kepler-416,6.319439,-1192549632512001664
Kepler-625 b,Kepler-625,,-9180685803511841572
K2-111 b,K2-111,5.35117,3333630859776263064
Kepler-1720 b,Kepler-1720,12.70639992,3688787746406801631
GJ 1148 c,GJ 1148,535.9,6706209781032311993
Kepler-1140 b,Kepler-1140,,7617730625198594859
Kepler-1305 b,Kepler-1305,,9070491921311747626
Kepler-513 b,Kepler-513,28.86236571,6939230592462200542
GJ 317 c,GJ 317,5312.0,6507421618225833366
Kepler-794 b,Kepler-794,11.13127,-1174618978988792669
Kepler-292 b,Kepler-292,2.580827,-6817003564320159352
HD 10442 b,HD 10442,1053.2,-6350014118445725450
KIC 3558849 b,KIC 3558849,1322.3,-2088528497098128655
Kepler-1081 b,Kepler-1081,3.8569099107,9097747991081568852
Kepler-943 b,Kepler-943,,2188004986066256916
Kepler-59 c,Kepler-59,17.97759021,2003975523738342049
Kepler-664 b,Kepler-664,2.525612,-273903619137283753
Kepler-128 b,Kepler-128,15.09205,-4818139791510410479
HD 12648 b,HD 12648,133.60001,-3538768350252547739
HD 102888 b,HD 102888,252.06,2021665990875714584
Kepler-1180 b,Kepler-1180,,4157134571936405361
Kepler-1337 b,Kepler-1337,24.4003180975,-8648783392799122489
Kepler-212 c,Kepler-212,,-4205022729722834290
Kepler-31 c,Kepler-31,42.63425379,-7297124115289229230
Kepler-31 d,Kepler-31,87.6471022212,-7734604210903493316
K2-38 b,K2-38,4.01668,7477503160690107692
Kepler-711 b,Kepler-711,23.58917143,-4780528142891991344
Kepler-1380 b,Kepler-1380,10.3105414121,5617076956205478149
Kepler-247 d,Kepler-247,,8733495738622066363
Kepler-1224 b,Kepler-1224,,1742341449670031809
HD 86264 b,HD 86264,1480.0,-4826672021023375222
HD 108341 b,HD 108341,1129.0,3221211907264475211
Kepler-499 b,Kepler-499,5.632566,6325443458466165249
Kepler-1805 b,Kepler-1805,8.847813,8818838172824254019
Kepler-330 b,Kepler-330,8.2598,4652450739595742629
HD 23079 c,HD 23079,5.748913,-7962295050591683559
Kepler-1672 b,Kepler-1672,150.878,6348123746720420167
Kepler-754 b,Kepler-754,,7502855757806179169
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,,-3767110817993417903
Kepler-363 b,Kepler-363,3.6145709123,7160834139314740151
Kepler-188 c,Kepler-188,5.996553,2751001208579960499
Kepler-1868 b,Kepler-1868,211.02942651,1822733014357533982
Kepler-652 b,Kepler-652,4.1819983665,4730657334618980189
Kepler-150 e,Kepler-150,30.8261043,5603801044256551185
Kepler-359 b,Kepler-359,25.5638626,6770374854290491721
Kepler-201 b,Kepler-201,25.67209545,-6516476255372947033
K2-65 b,K2-65,12.6475,-6779574035360345740
Kepler-1715 b,Kepler-1715,35.59730148,-715661660573114552
Kepler-441 b,Kepler-441,207.24785,-4643514208632520553
Kepler-515 b,Kepler-515,19.96359,8942589754404007935
Kepler-164 c,Kepler-164,10.94575474,2889270130861049714
K2-85 b,K2-85,0.684557,7918764030839201617
Kepler-106 e,Kepler-106,43.84445,5167911144454656133
Kepler-142 b,Kepler-142,2.0241346,4285126998126668174
Kepler-431 c,Kepler-431,8.703,727173422544847153
Kepler-1163 b,Kepler-1163,6.11784972,1691724716856449726
Kepler-480 b,Kepler-480,4.919576,-1322105550247259945
Kepler-351 c,Kepler-351,57.248,307810811360261946
Kepler-229 c,Kepler-229,16.06863063,546180083548429560
Kepler-1019 b,Kepler-1019,1.4112272696,-4463271983425895936
Kepler-161 b,Kepler-161,4.9213351229,-117676889460771414
Kepler-1336 b,Kepler-1336,,-3084900323270864428
K2-62 b,K2-62,6.67202,-7256364943972669957
Kepler-1062 b,Kepler-1062,9.3041931924,-5132054193521792063
Kepler-1555 b,Kepler-1555,,8774551575923388581
Kepler-273 b,Kepler-273,2.9365322724,-6215436333854485518
Kepler-1412 b,Kepler-1412,3.6146139425,-7742289987152004737
DMPP-1 c,DMPP-1,6.584,4344860427142187411
iot Dra b,iot Dra,536.0,5716262344592140020
Kepler-33 f,Kepler-33,41.029,-1429930294582222477
Kepler-603 c,Kepler-603,127.90883265,-859366626825703698
Kepler-1857 b,Kepler-1857,8.94326,-8632851492748734044
Kepler-536 b,Kepler-536,1.82708193,9197684046651878715
Kepler-337 c,Kepler-337,9.693201,-7912812155502745701
GJ 229 A c,GJ 229,121.93268,-8092931804499556229
eps Tau b,eps Tau,585.82,-3247725755975047700
Kepler-1243 b,Kepler-1243,16.83192664,84741512377616117
Kepler-740 b,Kepler-740,3.58410138,-8073016045868893248
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,,-7257841727575188367
11 Com b,11 Com,323.21,364937942124287137
Kepler-1849 b,Kepler-1849,57.29373924,-4496550546923582492
Kepler-738 b,Kepler-738,,-1855563728558136874
Kepler-1593 b,Kepler-1593,174.5085,-7889346732409620278
Kepler-114 d,Kepler-114,,8453689736318564918
Kepler-1515 b,Kepler-1515,,3135554054268140838
Kepler-252 b,Kepler-252,6.6683341536,-6562095413560707381
HD 136418 b,HD 136418,464.29999,1271087323679332370
Kepler-198 c,Kepler-198,,3270574255418928675
K2-6 b,K2-6,30.944648,8995607473931977312
NGTS-26 b,NGTS-26,4.5199279,-9109951321574050644
Kepler-110 b,Kepler-110,12.69105879,6623900832226403133
