pl_name,pl_masse,pl_orbsmax
"WASP-90 b",200.23290000,0.0562000000
"GPX-1 b",6261.21961790,0.0338000000
"HATS-41 b",3082.95100000,0.0583000000
"Kepler-65 e",260.00000000,
"OGLE-2014-BLG-0124L b",206.58846455,3.4800000000
"K2-266 e",14.30000000,0.1249000000
"TOI-1260 c",13.20000000,0.0657000000
"KOI-94 e",13.00000000,
"CoRoT-13 b",415.70400000,0.0510000000
"HAT-P-59 b",489.45574678,0.0506400000
"Kepler-14 b",2669.66000000,
"Kepler-65 c",26.60000000,
"KMT-2021-BLG-0240L b",127.13136280,2.7000000000
"HAT-P-27 b",195.78328000,0.0399800000
"TOI-1333 b",753.25710000,0.0626000000
"TOI-2322 c",18.10000000,0.1362000000
"HATS-2 b",435.42491759,0.0231700000
"HAT-P-27 b",209.75900000,0.0403000000
"KMT-2024-BLG-1209L b",839.06699448,3.9200000000
"HD 93963 A c",18.40000000,0.0472600000
"WASP-166 b",32.10083000,0.0641000000
"WASP-165 b",209.13214000,0.0482300000
"TOI-615 b",138.25535705,0.0678000000
"HAT-P-49 b",699.22600000,
"TOI-4010 c",20.31000000,0.0580000000
"TOI-4329 b",143.02278315,
"HAT-P-21 b",1344.41416161,0.0503700000
"KOI-12 b",3178.30000000,0.1510000000
"MOA-bin-29 b",200.00000000,1.5400000000
"HAT-P-11 b",25.74300000,0.0530000000
"HIP 116454 b",10.10000000,0.0776500000
"OGLE-2023-BLG-0836L b",1385.73185452,3.7000000000
"Kepler-18 b",30.41650000,
"KMT-2022-BLG-2286L b",13666.62150100,3.3200000000
"TYC 8998-760-1 b",6928.65927260,
"Kepler-145 c",25.10000000,
"MOA-2011-BLG-028L b",30.00000000,4.1400000000
"WISEP J121756.91+162640.2 A b",6992.00000000,8.0000000000
"CFHTWIR-Oph 98 b",2479.06157460,200.0000000000
"VHS J125601.92-125723.9 b",13762.03900000,
"Kepler-1704 b",1322.16617312,2.0270000000
"HD 166724 b",1207.74794660,5.1700000000
"HD 196050 b",1446.11925185,2.5850000000
"HD 17156 b",1115.58330000,
"HATS-22 b",870.85420000,0.0502500000
"HAT-P-39 b",180.84527000,0.0509500000
"TOI-4487 A b",397.28550875,0.0544800000
"MOA-2011-BLG-291L b",18.00000000,1.1300000000
"OGLE-2015-BLG-0966L b",21.00000000,2.1000000000
"KMT-2017-BLG-2331L b",171.00000000,2.1400000000
"OGLE-TR-182 b",336.89980000,0.0520500000
"HIP 21152 b",8835.62971460,17.5000000000
"KMT-2018-BLG-1990L b",103.00000000,0.6890000000
"V1298 Tau c",76.27881768,0.0841000000
"HIP 56640 b",1779.83907920,3.7700000000
"CoRoT-3 b",6747.53090000,0.0569400000
"KMT-2022-BLG-2286L b",6038.73973300,2.0200000000
"CoRoT-8 b",69.28694000,0.0633900000
"MOA-2011-BLG-262L b",17.00000000,0.9500000000
"HATS-72 b",39.85588200,0.0665170000
"HAT-P-31 b",689.98000000,0.0550000000
"K2-110 b",16.70000000,0.1021000000
"PH2 b",25426.40000000,
"UKIRT-2017-BLG-001L b",407.00000000,4.1800000000
"WASP-145 A b",282.86870000,0.0261000000
"TOI-201 b",184.34047606,0.3026000000
"CoRoT-11 b",743.72220000,0.0440000000
"TOI-2589 b",1112.39942450,0.3000000000
"Gaia22dkvL b",412.54127229,1.6900000000
"Kepler-56 c",181.00000000,0.1652000000
"Kepler-553 b",116.00736855,0.0476600000
"TOI-561 d",13.20000000,0.1580000000
"HD 194490 b",3561.90295725,11.1160000000
"KMT-2021-BLG-0192L b",60.38739733,2.0700000000
"Kepler-1660 AB b",2445.06619000,0.8000000000
"Kepler-281 b",620.03200000,
"nu Oph b",7057.73298000,1.7900000000
"Kepler-94 c",3126.00000000,
"PSR B1620-26 b",794.57500000,23.0000000000
"Kepler-407 c",4000.00000000,
"K2-137 b",158.91500000,0.0058000000
"K2-263 b",14.80000000,0.2573000000
"WASP-41 b",310.51991000,0.0410000000
"TOI-2136 b",15.00000000,0.0540000000
"TOI-2202 b",310.83618205,0.0956400000
"TOI-3261 b",30.30000000,0.0171400000
"Kepler-54 d",12.09460000,
"OGLE-2018-BLG-1269L b",220.00000000,4.6100000000
"KMT-2022-BLG-1790L b",549.84314411,5.2500000000
"GQ Lup b",9852.73000000,
"HD 111232 b",2374.17820029,2.0510000000
"OGLE-2015-BLG-0966L b",21.00000000,2.7000000000
"TOI-677 b",392.83788000,0.1038000000
"TOI-1199 b",75.96098927,0.0498800000
"AB Aur b",2860.45566300,93.9000000000
"OGLE-2005-BLG-169L b",14.10000000,3.5000000000
"KMT-2021-BLG-1150L b",279.68899816,4.5000000000
"NN Ser c",2329.60000000,5.3500000000
"HAT-P-31 b",707.80741000,
"OGLE-2015-BLG-0966L b",21.00000000,2.7000000000
"NGTS-35 b",152.00000000,0.1600000000
"K2-97 b",152.55840000,
"CHXR 73 b",3994.48600000,210.0000000000
"MOA-2011-BLG-028L b",30.00000000,4.1400000000
"HD 8673 b",4210.59073594,2.9700000000
"Oph 11 b",6674.43000000,
"MOA-2012-BLG-006L b",2700.00000000,10.2000000000
"VHS J125601.92-125723.9 b",3559.69600000,102.0000000000
"HD 284149 AB b",8352.53053596,431.1600000000
"K2-31 b",551.00000000,
"WASP-88 b",133.48860000,
"WASP-159 b",174.80650000,0.0538000000
"CoRoT-18 b",1099.69180000,0.0295000000
"HAT-P-29 b",214.85308000,0.0666900000
"HD 63433 c",17.20000000,0.1460000000
"TOI-329 b",40.40000000,0.0638000000
"K2-261 b",59.75174052,0.1034000000
"K2-39 b",37.60000000,
"K2-29 b",232.01590000,0.0421700000
"WASP-41 b",298.76020000,0.0400000000
"TOI-1723 b",10.40000000,0.1140000000
"Kepler-117 c",808.00000000,
"NGTS-20 b",947.12865286,0.3130000000
"TOI-1516 b",1004.33776612,
"TOI-2152 A b",899.45439181,0.0506400000
"TOI-3693 b",324.18497514,0.0813000000
"Qatar-6 b",217.07680198,0.0450000000
"TOI-5800 b",10.80000000,0.0345000000
"TOI-6420 b",2606.19293740,0.0753000000
"HD 132406 b",1970.53612340,1.9690000000
"TOI-558 b",1147.36054927,0.1291000000
"Kepler-289 b",24.70000000,
"Kepler-77 b",225.65000000,0.0470000000
"CoRoT-19 b",352.78000000,0.0518000000
"TOI-5386 A b",155.10026262,0.0485600000
"OGLE-2014-BLG-1722L c",83.30000000,2.7000000000
"HD 143361 b",1382.55357045,1.9940000000
"TIC 172900988 b",837.00000000,0.8832800000
"HD 1397 b",116.64361000,0.1003000000
"TOI-201 b",133.48860000,0.3000000000
"HD 63433 c",15.53900000,
"HD 63935 b",10.80000000,
"HD 63935 b",10.50000000,0.0830000000
"HD 6061 b",10.80000000,0.0590000000
"HD 136352 c",11.29000000,0.1729000000
"TOI-1710 b",22.40000000,0.1660000000
"WASP-132 c",37.35000000,0.0182000000
"TOI-2379 b",1830.69162432,0.0526300000
"KMT-2021-BLG-1547L b",467.20775829,4.5000000000
"WASP-66 b",753.25710000,0.0546100000
"HD 207897 b",14.80000000,0.1170000000
"TOI-1728 b",26.78000000,0.0391000000
"HATS-58 A b",327.36490000,0.0579800000
"TOI-2714 b",228.00000000,0.0360000000
"WASP-136 b",479.92330000,0.0661000000
"TOI-7149 b",224.00000000,0.0260300000
"CoRoT-30 b",921.70700000,0.0844000000
"Kepler-91 b",279.68000000,0.0720000000
"WASP-118 b",163.36462000,0.0545300000
"TOI-251 b",317.83000000,0.0574100000
"HAT-P-51 b",97.57332095,0.0504200000
"TOI-1338 b",11.30000000,
"HIP 41378 f",12.00000000,
"HAT-P-49 b",562.55910000,0.0437800000
"K2-19 b",54.40000000,
"TOI-3894 b",260.61929374,0.0535400000
"WASP-173 A b",1102.87010000,0.0250800000
"K2-27 b",29.10000000,
"HIP 8152 c",10.70000000,0.1390000000
"TOI-3884 b",32.59000000,0.0361000000
"Kepler-18 c",17.30000000,0.0752000000
"TOI-3984 A b",44.00000000,0.0410000000
"TOI-2107 b",263.79757781,0.0351500000
"WASP-22 b",196.10111000,0.0489000000
"Kepler-422 b",136.66000000,0.0820000000
"Kepler-91 b",257.44230000,0.0731000000
"HD 135344 A b",3178.28407000,16.5000000000
"CoRoT-12 b",281.91521000,0.0394000000
"HIP 94235 b",379.00000000,0.0787000000
"Qatar-7 b",597.52040000,0.0352000000
"TOI-1736 c",2800.00000000,1.3810000000
"WASP-142 b",266.97720000,0.0347000000
"TOI-1751 b",14.50000000,0.2116000000
"WASP-185 b",311.47340000,0.0904000000
"HATS-2 b",427.46300000,0.0230000000
"HD 63433 b",21.75500000,
"TOI-1853 b",73.20000000,0.0213000000
"HATS-4 b",416.03947000,0.0362300000
"TOI-4087 b",232.01473711,0.0446900000
"TOI-2382 b",235.19302118,0.0590000000
"WASP-58 b",308.29510000,
"HATS-59 b",256.17098000,0.0611200000
"TOI-1295 b",451.31633794,0.0470000000
"HD 118203 b",725.28442477,0.0863500000
"Kepler-1656 b",47.80000000,0.1974000000
"WASP-89 b",1875.19700000,0.0427000000
"TOI-2010 b",408.72733140,0.5516000000
"Kepler-55 c",69.80000000,
"Kepler-75 b",3209.90000000,0.0818000000
"Qatar-8 b",117.91493000,0.0474000000
"Kepler-41 b",179.89178000,0.0309700000
"WASP-84 c",15.20000000,0.0235900000
"TOI-3288 b",670.61793877,0.0215000000
"GJ 3470 b",12.58000000,
"55 Cnc b",266.96600000,0.1133900000
"WASP-71 b",441.78370000,
"TOI-4994 b",88.99195396,0.1515000000
"Kepler-595 b",23.60000000,
"TOI-3135 b",327.36325921,0.0475600000
"TOI-1136 d",12.30000000,0.1070000000
"WASP-81 b",231.69807000,0.0390800000
"K2-108 b",59.40000000,0.0573000000
"TOI-2992 b",1058.36859531,0.0434000000
"HAT-P-21 b",1291.28900000,0.0494000000
"HATS-55 b",292.72143000,0.0541200000
"CoRoT-10 b",883.56740000,0.1060000000
"WASP-56 b",181.47300000,0.0545800000
"CoRoT-16 b",170.03200000,0.0618000000
"WASP-136 b",479.92089457,
"KOI-94 d",106.00000000,0.1684000000
"HATS-44 b",177.98480000,0.0364900000
"WASP-120 b",1541.47550000,0.0514000000
"HAT-P-25 b",180.20200000,0.0466000000
"WASP-197 b",403.32424848,0.0650000000
"WASP-58 b",282.86000000,0.0561000000
"HR 2562 b",9534.90000000,20.3000000000
"WASP-161 b",791.39670000,0.0673000000
"TOI-4633 c",123.00000000,0.8470000000
"TOI-1347 b",11.10000000,
"CoRoT-5 b",151.92274000,0.0496300000
"TOI-4562 c",1833.86990839,5.2190000000
"HD 17156 b",1036.12060682,0.1632000000
"TOI-1173 b",28.30000000,0.0710000000
"Kepler-363 c",66.40000000,
"WASP-22 b",177.98480000,0.0468000000
"OGLE-TR-113 b",394.10920000,0.0227800000
"Kepler-1514 b",1678.14240000,0.7530000000
"LTT 9779 b",29.32000000,0.0167900000
"TOI-5573 b",112.00000000,0.0712000000
"WASP-132 b",136.03055820,0.0674000000
"KMT-2016-BLG-1836L b",700.00000000,2.7000000000
"HATS-10 b",167.17858000,0.0449100000
"TOI-5542 b",419.53349724,0.3320000000
"HAT-P-35 b",334.97900000,0.0498000000
"TOI-782 b",19.10000000,0.0578000000
"NGTS-27 b",188.47224535,0.0446000000
"Kepler-91 b",241.54000000,
"TOI-892 b",301.93698665,
"TOI-3980 b",187.51876013,0.0494000000
"TOI-628 b",2011.86390000,0.0486000000
"TOI-1899 b",212.94503269,0.1525000000
"WASP-23 b",279.37257000,0.0370000000
"Kepler-25 b",4036.30000000,0.0680000000
"WASP-22 b",212.94610000,
"WASP-56 b",143.02350000,
"OGLE-TR-113 b",343.25640000,0.0229900000
"TOI-2796 b",139.84449908,0.0569000000
"HAT-P-42 b",279.69040000,0.0575000000
"K2-30 b",198.00809000,0.0498600000
"TOI-332 b",57.20000000,0.0159000000
"TOI-1181 b",375.03752026,
"HAT-P-26 b",18.91088500,
"WASP-188 b",458.62639130,0.0720000000
"WTS-2 b",355.96960000,0.0185500000
"TOI-1136 b",31.00000000,0.0514000000
"K2-19 b",28.50000000,
"CoRoT-19 b",346.43470000,0.0512000000
"HATS-46 b",54.98459000,0.0536700000
"TOI-1386 b",47.03860424,0.1732000000
"Kepler-44 b",327.36490000,0.0457000000
"HAT-P-36 b",587.98550000,0.0238200000
"OGLE-2012-BLG-0358L b",601.00000000,0.8900000000
"TOI-5688 A b",124.00000000,0.0337900000
"TOI-1438 c",10.60000000,0.0830000000
"HAT-P-64 b",184.34047606,0.0538700000
"WASP-105 b",572.09400000,0.0750000000
"WASP-84 b",220.57402000,0.0771000000
"WASP-88 b",181.16310000,0.0643800000
"K2-25 b",24.50000000,0.0287000000
"TOI-5300 b",190.69704420,0.0295000000
"TOI-5210 b",81.99972901,0.0557000000
"TOI-1279 b",10.60000000,0.0850000000
"GSC 06214-00210 b",5000.00000000,320.0000000000
"OGLE-2016-BLG-1266L b",3813.94088400,0.4300000000
"OGLE-2016-BLG-1266L b",3782.15804330,0.4200000000
"OGLE-2016-BLG-1266L b",3813.94088400,0.4300000000
"OGLE-2016-BLG-1266L b",21612.33167600,0.9000000000
"OGLE-2016-BLG-1266L b",1935.57499863,0.2760000000
"OGLE-2016-BLG-1266L b",1967.35783933,0.2770000000
"OGLE-2016-BLG-1266L b",21612.33167600,0.8900000000
"TOI-5592 b",285.72773789,0.0393500000
"HATS-54 b",241.55080000,0.0376300000
"HD 63935 c",11.10000000,
"TOI-2145 b",1671.77742082,0.1108000000
"K2-105 b",15.40000000,
"TOI-216.01",200.00000000,0.2069000000
"WASP-174 b",413.17900000,0.0559000000
"HATS-32 b",292.40360000,0.0402400000
"TOI-2180 b",875.61726129,0.8280000000
"CoRoT-5 b",145.88397000,0.0495000000
"TOI-2193 A b",298.75870258,0.0331900000
"TOI-421 c",14.10000000,0.1170000000
"TOI-3071 b",68.20000000,0.0249000000
"HD 17156 b",1023.37000000,0.1614000000
"TOI-3023 b",197.05361234,0.0505000000
"TOI-1842 b",60.38739733,
"TOI-3464 b",397.28550875,0.0515000000
"WASP-83 b",96.93815000,0.0590000000
"HD 39091 b",4481.38053870,3.2800000000
"HD 183579 b",20.40000000,0.1322000000
"WASP-54 b",187.51970000,
"WASP-98 b",263.79000000,0.0360000000
"WASP-156 b",40.68224000,0.0453000000
"TOI-1437 b",10.40000000,0.1390000000
"HATS-56 b",191.33366000,0.0604300000
"KOI-94 b",1648.85000000,
"WASP-177 b",161.45764000,0.0395700000
"Kepler-10 c",11.29000000,0.2410000000
"TOI-2842 b",117.59651059,0.0475000000
"TOI-5340 b",270.15414595,0.0628000000
"WASP-163 b",594.34210000,0.0266000000
"K2-232 b",126.49634000,0.1035600000
"WASP-173 A b",1172.79270000,0.0248000000
"TOI-5218 b",657.00000000,0.0469000000
"WASP-176 b",271.74465000,0.0535000000
"HATS-57 b",1000.21101000,0.0349300000
"TOI-2109 b",1595.49860314,0.0179100000
"K2-19 b",44.00000000,0.0762000000
"TOI-677 b",392.20025424,0.1041000000
"WASP-158 b",886.74570000,0.0517000000
"HAT-P-36 b",486.27990000,
"KELT-23 A b",298.12454000,0.0330200000
"WASP-144 b",139.84520000,0.0316000000
"GJ 876 c",273.32000000,0.1320000000
"TOI-1231 b",15.40000000,0.1288000000
"HAT-P-54 b",578.45060000,0.0412200000
"TOI-1736 b",12.30000000,0.0730000000
"HD 23472 c",17.18000000,0.1700000000
"Gaia-1 b",533.95172376,0.0404700000
"Kepler-40 b",699.20000000,0.0800000000
"OGLE-2018-BLG-0799L b",533.95172376,1.4100000000
"HAT-P-21 b",1261.78510000,0.0495000000
"TOI-257 b",43.86032017,0.1528000000
"HAT-P-31 b",721.47410000,
"WASP-60 b",174.80650000,
"HAT-P-14 b",709.36700000,0.0606000000
"HD 118203 b",689.68764319,
"HAT-P-52 b",259.98494000,0.0369400000
"TOI-1753 b",16.60000000,0.0590000000
"HAT-P-11 b",26.69772000,0.0525900000
"WASP-114 b",562.24127000,0.0285100000
"GJ 143 b",22.70000000,0.1915000000
"TOI-2583 A b",79.45710175,0.0571000000
"Kepler-396 c",17.90000000,
"TOI-1130 b",19.80000000,0.0453000000
"TOI-4860 b",86.70000000,0.0180800000
"Kepler-423 b",189.10100000,0.0358500000
"KMT-2016-BLG-2397L b",769.00000000,2.8300000000
"TOI-1298 b",113.14691289,0.0590000000
"KELT-24 b",1458.83238813,0.0665000000
"TOI-519 b",166.85991368,0.0164800000
"Kepler-77 b",136.66100000,0.0450100000
"TOI-1296 b",94.71286529,0.0497000000
"KOI-12 b",349.61300000,0.1540000000
"WASP-60 b",163.35800000,0.0531000000
"HATS-60 b",210.40346000,0.0470800000
"HATS-65 b",260.93843000,0.0449700000
"TOI-5108 b",32.00000000,0.0730000000
"Qatar-3 b",1369.84730000,0.0378300000
"Kepler-4 b",23.83725000,0.0449000000
"TOI-2141 b",20.10000000,0.1322000000
"KMT-2021-BLG-0712L b",39.90000000,2.2900000000
"MOA-bin-29 b",200.00000000,0.5300000000
"HAT-P-26 b",18.75100000,0.0479000000
"HD 28109 b",18.49600000,0.1357000000
"TOI-4791 b",734.18362017,0.0555000000
"Kepler-411 c",26.40000000,0.0739000000
"CoRoT-5 b",148.42000000,0.0494700000
"TOI-3877 b",99.79811980,0.0529000000
"TOI-858 B b",349.61124770,0.0443500000
"LP 714-47 b",30.80000000,0.0417000000
"CoRoT-10 b",874.00000000,0.1055000000
"HATS-69 b",183.38791000,0.0321100000
"HAT-P-14 b",709.39656000,
"TOI-481 b",486.27990000,0.0970000000
"WASP-169 b",178.30263000,0.0681000000
"Kepler-75 b",3210.08300000,0.0817000000
"HATS-8 b",46.08535000,0.0466800000
"TOI-2989 b",953.48522100,0.0384000000
"WASP-20 b",98.84513000,0.0599900000
"HD 23472 b",17.92000000,0.1210000000
"TOI-1751 b",19.50000000,0.2150000000
"TOI-5344 b",130.94530368,0.0404100000
"TOI-778 b",878.00000000,0.0600000000
"TOI-3785 b",14.95000000,0.0430000000
"14 Her b",2559.47216157,2.7740000000
"KMT-2021-BLG-0171L b",11.40000000,4.4000000000
"TOI-942 c",37.00000000,0.0880000000
"HATS-29 b",207.54299000,0.0547500000
"HAT-P-14 b",736.09428000,
"WASP-172 b",149.38010000,0.0694000000
"TOI-3757 b",85.30000000,0.0384500000
"WASP-160 B b",88.35674000,0.0452000000
"TOI-1669 c",13.00000000,0.0376000000
"Kepler-412 b",294.62841000,0.0296100000
"XO-5 b",378.20000000,0.0515000000
"NGTS-3 A b",756.43540000,0.0230000000
"TOI-942 c",794.57500000,0.0847000000
"TOI-757 b",10.50000000,0.1220000000
"HAT-P-54 b",241.55080000,0.0411700000
"MASCARA-4 b",985.27300000,0.0470000000
"TOI-1130 c",308.29355479,
"TOI-1249 b",11.90000000,0.1090000000
"WASP-42 b",159.23283000,0.0548000000
"Kepler-8 b",187.51970000,0.0474000000
"K2-77 b",603.87700000,
"HD 118203 b",688.41632956,0.0707100000
"TOI-1064 b",13.50000000,0.0615200000
"WASP-110 b",162.09248757,
"TOI-3807 b",330.54154328,0.0421000000
"HATS-24 b",718.29580000,0.0238000000
"Kepler-45 b",158.91500000,0.0295400000
"HAT-P-58 b",118.23216740,0.0499400000
"TOI-622 b",96.30200732,0.0708000000
"TOI-3919 b",1233.17421916,0.0795000000
"CoRoT-4 b",232.33373000,0.0912000000
"HD 207897 b",14.40000000,0.1163000000
"TOI-2537 b",415.40172795,0.3715000000
"TOI-3714 b",212.94503269,0.0260000000
"WASP-73 b",597.50000000,0.0551200000
"KELT-12 b",301.93850000,0.0670800000
"TOI-3688 A b",311.47183886,0.0456000000
"HATS-74 A b",464.02947422,0.0238400000
"TOI-2420 b",294.62693329,0.0684000000
"TOI-2134 c",41.89000000,0.3710000000
"NGTS-32 b",181.16219199,0.0440000000
"K2-19 c",10.80000000,
"HAT-P-37 b",381.39600000,0.0379300000
"TOI-3364 b",530.77343969,0.0675000000
"TOI-677 b",400.46379282,
"TOI-519 b",4449.62000000,0.0120000000
"Luhman 16 b",8867.41255530,3.5400000000
"TOI-2981 b",638.00000000,0.0480000000
"TOI-4551 b",473.56432643,0.0994000000
"WASP-31 b",155.41887000,0.0466300000
"TOI-942 b",826.35800000,0.0479600000
"Kepler-93 c",2701.55500000,
"TOI-815 c",23.50000000,0.1930000000
"TOI-1408 b",537.13000783,0.0580400000
"TOI-1451 b",15.20000000,0.1270000000
"TOI-4860 b",212.94503269,0.0184500000
"WASP-44 b",279.05474000,0.0347400000
"TOI-1789 b",222.47988490,0.0488200000
"HATS-45 b",222.48100000,0.0551100000
"TOI-1130 c",309.56642000,0.0709800000
"TOI-1135 b",51.42000000,0.0820000000
"TOI-1994 b",7024.00779470,0.0613000000
"WASP-42 b",158.90800000,0.0548000000
"K2-121 b",51.00000000,
"WASP-186 b",1341.23587754,
"NGTS-5 b",72.78307000,0.0382000000
"KMT-2019-BLG-1216L b",27.96889982,2.3230000000
"TOI-1294 b",63.90000000,0.0510000000
"Kepler-281 c",161.12400000,
"HAT-P-25 b",180.84527000,0.0466000000
"HD 106515 A b",6006.95689230,4.4800000000
"Kepler-56 c",137.60000000,
"WASP-85 A b",402.05495000,0.0390000000
"KMT-2018-BLG-1743L b",77.86795971,1.4490000000
"Kepler-54 c",19.80000000,
"Kepler-278 b",56.00000000,0.2020000000
"Kepler-24 d",293.95900000,
"KMT-2023-BLG-0548L b",184.34047606,2.8200000000
"KMT-2023-BLG-0830L b",18.75187601,1.4300000000
"OGLE-2005-BLG-071L b",1100.00000000,2.1000000000
"GJ 876 b",1144.18226520,
"K2-19 c",10.80000000,
"Kepler-55 b",43.00000000,
"KMT-2019-BLG-1042L b",60.38739733,1.7000000000
"DH Tau b",3496.13000000,
"K2-99 b",287.00000000,
"WASP-31 b",151.91600000,0.0465900000
"OGLE-2005-BLG-071L b",1200.00000000,3.6000000000
"Kepler-350 b",16.90000000,
"K2-24 b",19.00000000,
"Kepler-419 b",820.00140000,0.3704000000
"Kepler-106 c",10.44000000,
"TIC 365102760 b",19.20000000,0.0622000000
"Kepler-30 d",23.10000000,0.5000000000
"CoRoT-11 b",740.51000000,0.0436000000
"TOI-1422 b",12.10000000,0.1080000000
"MOA-bin-29 b",190.00000000,0.4800000000
"OGLE-2017-BLG-1275L b",1980.07097561,2.1400000000
"K2-66 b",21.30000000,0.0598300000
"KMT-2021-BLG-1770L b",6674.39654700,0.9000000000
"WASP-89 b",1843.41400000,0.0428000000
"AF Lep b",1366.66215010,9.3000000000
"HD 73583 b",10.20000000,0.0604000000
"WASP-178 b",448.14030000,0.0545000000
"OGLE-TR-132 b",320.99000000,0.0306000000
"HAT-P-29 b",243.77561000,0.0665000000
"HAT-P-29 b",245.68135861,0.0666700000
"Kepler-415 b",119.90000000,
"KMT-2019-BLG-0953L b",15.50000000,1.1000000000
"KMT-2023-BLG-1454L b",200.23189641,1.1800000000
"TOI-2154 b",292.40213444,0.0513000000
"KOI-94 d",52.10000000,
"KMT-2021-BLG-1105L b",413.17692910,3.5400000000
"OGLE-2015-BLG-1771L b",126.00000000,0.7700000000
"KMT-2021-BLG-2294L b",22.24798849,1.1500000000
"Kepler-52 c",45.40000000,
"Kepler-53 d",37.19070000,
"MOA-bin-1L b",1200.00000000,8.3000000000
"KMT-2021-BLG-0171L b",11.80000000,3.3000000000
"OGLE-2006-BLG-109L c",86.00000000,4.5000000000
"OGLE-TR-56 b",286.04700000,0.0225000000
"K2-100 b",21.80000000,0.0301000000
"TOI-908 b",16.13700000,0.0416570000
"K2-280 b",49.00000000,
"COCONUTS-2 b",2542.62725600,
"HD 24040 b",1589.14203500,4.8170000000
"HD 29985 b",899.45439181,8.0000000000
"HD 62364 b",5628.74108797,6.4100000000
"HD 66428 c",6865.09359120,18.0000000000
"HD 68988 c",4776.96095721,12.1000000000
"HD 89839 b",1748.05623850,4.8100000000
"HD 108202 b",908.98924402,3.6630000000
"HD 181234 b",3464.32963630,7.5700000000
"HD 217107 c",1430.22783150,6.1000000000
"HD 221420 b",6324.78529930,10.7900000000
"HD 222237 b",1589.14203500,12.9000000000
"HD 168443 c",6515.48234350,2.9290000000
"HD 12661 c",899.45439181,2.9290000000
"BD-210397 c",1420.69297929,5.9600000000
"HD 16905 b",3464.32963630,9.1400000000
"HD 27894 d",2409.13932506,5.5140000000
"HD 156279 c",3346.73312571,5.5700000000
"HD 168863 b",2415.49589320,11.0000000000
"HD 183263 c",2835.02939044,6.0700000000
"GJ 832 b",330.22371487,3.6510000000
"HD 11506 d",4068.20360960,18.2000000000
"HAT-P-45 b",283.49200000,0.0452000000
"NN Ser d",724.62200000,3.3900000000
"HD 72659 c",24790.61574600,30.0000000000
"BEBOP-4 AB b",8358.88710410,3.6340000000
"TOI-561 d",12.15000000,0.1590000000
"HD 72659 c",5977.08102204,13.9590000000
"TOI-1338 b",33.00000000,0.4607000000
"Kepler-9 b",43.40000000,0.1430000000
"2MASS J12073346-3932539 b",1271.00000000,46.0000000000
"KMT-2021-BLG-0119L b",1802.08706769,3.2400000000
"HD 203387 c",2378.94562640,5.0670000000
"Kepler-238 e",169.70000000,
"KMT-2018-BLG-1990L b",192.00000000,1.0830000000
"Kepler-238 c",152.52200000,
"HD 171238 b",2796.88998160,2.5180000000
"KMT-2022-BLG-0440L b",15.30000000,4.6000000000
"Kepler-328 b",28.50000000,
"Kepler-42 c",60.33700000,
"KMT-2018-BLG-1990L b",206.00000000,0.9470000000
"KMT-2021-BLG-0192L b",34.96112477,1.6200000000
"OGLE-2017-BLG-0448L b",15.60000000,5.7500000000
"Kepler-106 e",11.17000000,
"UCAC3 113-933 b",6674.39654700,6100.0000000000
"2MASS J21252752-8138278 b",3813.94088400,7493.0000000000
"Kepler-409 b",22.00000000,
"HD 142 b",2256.58168970,
"KMT-2021-BLG-0192L b",31.78284070,1.6200000000
"OGLE-2018-BLG-0298L b",47.67426105,2.8400000000
"Kepler-305 b",10.50000000,
"Kepler-145 b",37.10000000,
"OGLE-2014-BLG-0676L b",1169.60853776,4.5300000000
"HIP 97233 b",7182.92199820,2.4470000000
"TIC 172900988 b",942.00000000,0.9028100000
"KMT-2023-BLG-0469L b",39.41072247,2.3200000000
"Kepler-103 b",11.67000000,0.1330000000
"Kepler-30 c",640.00000000,0.3000000000
"OGLE-2018-BLG-1126L b",17.79839079,3.2300000000
"HD 105618 c",8419.59232984,35.7310000000
"OGLE-2018-BLG-0740L b",1200.00000000,3.3000000000
"OGLE-2016-BLG-1093L b",200.23189641,2.0000000000
"K2-24 c",27.00000000,0.2470000000
"OGLE-2016-BLG-0613L AB b",874.00000000,3.1500000000
"MOA-2019-BLG-008L b",8581.36698900,
"OGLE-2017-BLG-1522L b",240.00000000,0.5900000000
"OGLE-2012-BLG-0358L b",578.00000000,0.8600000000
"OGLE-2017-BLG-1099L b",959.84178914,2.7300000000
"Kepler-289 c",268.00000000,
"OGLE-2016-BLG-0613L AB b",1330.00000000,6.4000000000
"KOI-351 h",381.39600000,
"HD 169830 c",2828.67282230,3.2900000000
"KMT-2021-BLG-2294L b",22.24798849,0.9400000000
"HAT-P-49 b",549.82300000,0.0438000000
"HD 81040 b",2510.84441530,
"TOI-2525 c",208.81326340,0.2490000000
"Kepler-267 b",37.90000000,
"K2-24 c",26.00000000,
"UZ For c",2447.20000000,2.8000000000
"HD 115404 A c",3279.67133183,11.3640000000
"GJ 3470 b",14.00000000,0.0348000000
"HD 185283 b",413.17692910,4.6000000000
"HD 73344 b",10.48000000,0.1310000000
"UZ For b",2002.20000000,5.9000000000
"KMT-2019-BLG-0298L b",575.26941667,5.6700000000
"KMT-2019-BLG-2783L b",368.68095212,1.8500000000
"Kepler-27 c",21.20000000,
"DH Tau b",3496.00000000,330.0000000000
"HD 97037 b",6707.76852973,6.9250000000
"CoRoT-21 b",705.58260000,0.0416000000
